n_pass,n_runs,w_contig,f_lo,f_hi,is_empty,panel,book,sleeve,cost,lam,base_to,drag,best_m_min,bind,best_f,IS_n_pass,IS_w,IS_lo,IS_hi,n4a
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S3,10.0,0.5,7.955704272033931,0.007955704272033931,0.027171155834931765,DD,0.2,9,0.4,0.0,0.4,1
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S3,10.0,0.7,8.575313454641487,0.008575313454641487,0.024779628129668024,DD,0.2,9,0.4,0.0,0.4,1
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S3,10.0,1.0,9.051262945754825,0.009051262945754826,0.02281891133726631,CAGR,0.25,9,0.4,0.0,0.4,0
7,7,0.30000000000000004,0.15,0.45,False,u56,TOP20,S3,15.0,0.06,3.779808189572176,0.005669712284358263,0.02668195067512523,CAGR,0.25,9,0.4,0.0,0.4,0
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S3,15.0,0.1,4.572443593173042,0.006858665389759562,0.02626630286978736,CAGR,0.25,9,0.4,0.0,0.4,1
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S3,15.0,0.15,5.30959125299541,0.007964386879493116,0.026460388163607934,DD,0.2,9,0.4,0.0,0.4,1
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S3,15.0,0.25,6.3917180919844885,0.009587577137976732,0.028179530245163703,DD,0.2,9,0.4,0.0,0.4,1
7,7,0.30000000000000004,0.1,0.4,False,u56,TOP20,S3,15.0,0.35,7.16027653629298,0.01074041480443947,0.027939645739215355,CAGR,0.2,8,0.35000000000000003,0.0,0.35,1
7,7,0.30000000000000004,0.1,0.4,False,u56,TOP20,S3,15.0,0.5,7.955704272033931,0.011933556408050897,0.026344668569546523,CAGR,0.2,8,0.35000000000000003,0.0,0.35,1
7,7,0.30000000000000004,0.1,0.4,False,u56,TOP20,S3,15.0,0.7,8.575313454641487,0.012862970181962231,0.024396412713420274,DD,0.2,8,0.35000000000000003,0.0,0.35,0
7,7,0.30000000000000004,0.1,0.4,False,u56,TOP20,S3,15.0,1.0,9.051262945754825,0.013576894418632239,0.020987867488499762,DD,0.2,8,0.35000000000000003,0.0,0.35,0
6,6,0.25,0.15,0.4,False,u56,TOP20,S3,25.0,0.06,3.779808189572176,0.00944952047393044,0.021799695484659973,CAGR,0.25,8,0.35000000000000003,0.0,0.35,0
7,7,0.30000000000000004,0.1,0.4,False,u56,TOP20,S3,25.0,0.1,4.572443593173042,0.011431108982932606,0.02331292128552029,DD,0.2,8,0.35000000000000003,0.0,0.35,0
7,7,0.30000000000000004,0.1,0.4,False,u56,TOP20,S3,25.0,0.15,5.30959125299541,0.013273978132488522,0.024920674267507867,CAGR,0.2,7,0.30000000000000004,0.0,0.3,0
6,6,0.25,0.1,0.35,False,u56,TOP20,S3,25.0,0.25,6.3917180919844885,0.01597929522996122,0.0221686232198932,CAGR,0.2,7,0.30000000000000004,0.0,0.3,0
6,6,0.25,0.1,0.35,False,u56,TOP20,S3,25.0,0.35,7.16027653629298,0.01790069134073245,0.019954954987929638,CAGR,0.2,7,0.30000000000000004,0.0,0.3,0
6,6,0.25,0.1,0.35,False,u56,TOP20,S3,25.0,0.5,7.955704272033931,0.019889260680084828,0.017553791097761437,CAGR,0.2,5,0.2,0.05,0.25,0
5,5,0.2,0.1,0.3,False,u56,TOP20,S3,25.0,0.7,8.575313454641487,0.021438283636603717,0.015419598218365568,CAGR,0.2,5,0.2,0.05,0.25,0
4,4,0.15000000000000002,0.15,0.3,False,u56,TOP20,S3,25.0,1.0,9.051262945754825,0.02262815736438706,0.012951337307268038,CAGR,0.2,4,0.15000000000000002,0.1,0.25,0
4,4,0.15000000000000002,0.15,0.3,False,u56,TOP20,S3,50.0,0.06,3.779808189572176,0.01889904094786088,0.015899115321852605,CAGR,0.2,3,0.1,0.1,0.2,0
4,4,0.15000000000000002,0.15,0.3,False,u56,TOP20,S3,50.0,0.1,4.572443593173042,0.02286221796586521,0.012850512232136943,CAGR,0.2,1,0.0,0.2,0.2,0
4,4,0.15000000000000002,0.1,0.25,False,u56,TOP20,S3,50.0,0.15,5.30959125299541,0.026547956264977045,0.014105611709722216,DD,0.15,0,0.0,,,0
3,3,0.1,0.1,0.2,False,u56,TOP20,S3,50.0,0.25,6.3917180919844885,0.03195859045992244,0.009795731536278648,CAGR,0.15,0,0.0,,,0
3,3,0.1,0.1,0.2,False,u56,TOP20,S3,50.0,0.35,7.16027653629298,0.0358013826814649,0.005510577711591344,CAGR,0.15,0,0.0,,,0
2,2,0.05,0.1,0.15,False,u56,TOP20,S3,50.0,0.5,7.955704272033931,0.039778521360169655,0.002834025244681543,DD,0.1,0,0.0,,,0
1,1,0.0,0.1,0.1,False,u56,TOP20,S3,50.0,0.7,8.575313454641487,0.04287656727320743,0.00019918402791049838,DD,0.1,0,0.0,,,0
0,0,0.0,,,True,u56,TOP20,S3,50.0,1.0,9.051262945754825,0.04525631472877412,-0.00655884312365318,H1,0.1,0,0.0,,,0
8,8,0.35000000000000003,0.15,0.5,False,u56,TOP20,S4,0.0,0.06,3.779808189572176,0.0,0.03066425193621168,CAGR,0.3,11,0.5,0.0,0.5,0
8,8,0.35000000000000003,0.15,0.5,False,u56,TOP20,S4,0.0,0.1,4.572443593173042,0.0,0.03125712119812761,CAGR,0.3,11,0.5,0.0,0.5,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,0.0,0.15,5.30959125299541,0.0,0.031485296209539534,CAGR,0.3,11,0.5,0.0,0.5,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,0.0,0.25,6.3917180919844885,0.0,0.03313557221204952,DD,0.25,11,0.5,0.0,0.5,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,0.0,0.35,7.16027653629298,0.0,0.03317853988154948,DD,0.25,11,0.5,0.0,0.5,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,0.0,0.5,7.955704272033931,0.0,0.03201167943430969,DD,0.25,11,0.5,0.0,0.5,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,0.0,0.7,8.575313454641487,0.0,0.03031632614877465,CAGR,0.3,11,0.5,0.0,0.5,0
8,8,0.35000000000000003,0.15,0.5,False,u56,TOP20,S4,0.0,1.0,9.051262945754825,0.0,0.02943765813073161,CAGR,0.3,11,0.5,0.0,0.5,0
8,8,0.35000000000000003,0.15,0.5,False,u56,TOP20,S4,5.0,0.06,3.779808189572176,0.0018899040947860878,0.028100689491553185,CAGR,0.3,10,0.45,0.0,0.45,0
8,8,0.35000000000000003,0.15,0.5,False,u56,TOP20,S4,5.0,0.1,4.572443593173042,0.002286221796586521,0.028411244930480167,DD,0.25,10,0.45,0.0,0.45,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,5.0,0.15,5.30959125299541,0.002654795626497705,0.031101458230052142,DD,0.25,10,0.45,0.0,0.45,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,5.0,0.25,6.3917180919844885,0.003195859045992244,0.03285004018689394,DD,0.25,10,0.45,0.0,0.45,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,5.0,0.35,7.16027653629298,0.00358013826814649,0.032285136509480714,CAGR,0.25,10,0.45,0.0,0.45,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,5.0,0.5,7.955704272033931,0.0039778521360169655,0.031532056111490445,CAGR,0.25,10,0.45,0.0,0.45,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,5.0,0.7,8.575313454641487,0.0042876567273207435,0.029382371776687094,DD,0.25,10,0.45,0.0,0.45,0
8,8,0.35000000000000003,0.15,0.5,False,u56,TOP20,S4,5.0,1.0,9.051262945754825,0.004525631472877413,0.026163137103494133,DD,0.25,10,0.45,0.0,0.45,0
8,8,0.35000000000000003,0.15,0.5,False,u56,TOP20,S4,10.0,0.06,3.779808189572176,0.0037798081895721756,0.025542778959903187,CAGR,0.3,10,0.45,0.0,0.45,0
8,8,0.35000000000000003,0.15,0.5,False,u56,TOP20,S4,10.0,0.1,4.572443593173042,0.004572443593173042,0.02817626974372109,DD,0.25,9,0.4,0.0,0.4,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,10.0,0.15,5.30959125299541,0.00530959125299541,0.03042177059339156,CAGR,0.25,9,0.4,0.0,0.4,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,10.0,0.25,6.3917180919844885,0.006391718091984488,0.029278187971709432,CAGR,0.25,9,0.4,0.0,0.4,0
9,9,0.4,0.1,0.5,False,u56,TOP20,S4,10.0,0.35,7.16027653629298,0.00716027653629298,0.02824093392123593,CAGR,0.25,9,0.4,0.0,0.4,0
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S4,10.0,0.5,7.955704272033931,0.007955704272033931,0.02709674940958927,CAGR,0.25,9,0.4,0.0,0.4,0
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S4,10.0,0.7,8.575313454641487,0.008575313454641487,0.02602091236229763,CAGR,0.25,9,0.4,0.0,0.4,0
7,7,0.30000000000000004,0.15,0.45,False,u56,TOP20,S4,10.0,1.0,9.051262945754825,0.009051262945754826,0.02451871112615532,CAGR,0.25,9,0.4,0.0,0.4,0
7,7,0.30000000000000004,0.15,0.45,False,u56,TOP20,S4,15.0,0.06,3.779808189572176,0.005669712284358263,0.023348943857013332,DD,0.25,9,0.4,0.0,0.4,0
7,7,0.30000000000000004,0.15,0.45,False,u56,TOP20,S4,15.0,0.1,4.572443593173042,0.006858665389759562,0.027941342186654755,DD,0.25,9,0.4,0.0,0.4,0
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S4,15.0,0.15,5.30959125299541,0.007964386879493116,0.02726336296129571,CAGR,0.25,9,0.4,0.0,0.4,0
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S4,15.0,0.25,6.3917180919844885,0.009587577137976732,0.025614204540891347,CAGR,0.25,8,0.35000000000000003,0.0,0.35,0
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S4,15.0,0.35,7.16027653629298,0.01074041480443947,0.02421078506050288,CAGR,0.25,8,0.35000000000000003,0.0,0.35,0
8,8,0.35000000000000003,0.1,0.45,False,u56,TOP20,S4,15.0,0.5,7.955704272033931,0.011933556408050897,0.022678353318202657,CAGR,0.25,8,0.35000000000000003,0.0,0.35,0
6,6,0.25,0.15,0.4,False,u56,TOP20,S4,15.0,0.7,8.575313454641487,0.012862970181962231,0.021280453196233826,CAGR,0.25,8,0.35000000000000003,0.0,0.35,0
6,6,0.25,0.15,0.4,False,u56,TOP20,S4,15.0,1.0,9.051262945754825,0.013576894418632239,0.019495116402500776,CAGR,0.25,8,0.35000000000000003,0.0,0.35,0
6,6,0.25,0.15,0.4,False,u56,TOP20,S4,25.0,0.06,3.779808189572176,0.00944952047393044,0.02292484038034201,DD,0.25,8,0.35000000000000003,0.0,0.35,0
6,6,0.25,0.15,0.4,False,u56,TOP20,S4,25.0,0.1,4.572443593173042,0.011431108982932606,0.022402472448533203,CAGR,0.25,8,0.35000000000000003,0.0,0.35,0
7,7,0.30000000000000004,0.1,0.4,False,u56,TOP20,S4,25.0,0.15,5.30959125299541,0.013273978132488522,0.020972288806855074,CAGR,0.25,7,0.30000000000000004,0.0,0.3,0
7,7,0.30000000000000004,0.1,0.4,False,u56,TOP20,S4,25.0,0.25,6.3917180919844885,0.01597929522996122,0.02287768638477858,DD,0.2,7,0.30000000000000004,0.0,0.3,0
6,6,0.25,0.1,0.35,False,u56,TOP20,S4,25.0,0.35,7.16027653629298,0.01790069134073245,0.02134443252567729,CAGR,0.2,6,0.25,0.0,0.25,0
6,6,0.25,0.1,0.35,False,u56,TOP20,S4,25.0,0.5,7.955704272033931,0.019889260680084828,0.018920063648990113,CAGR,0.2,5,0.2,0.05,0.25,0
5,5,0.2,0.15,0.35,False,u56,TOP20,S4,25.0,0.7,8.575313454641487,0.021438283636603717,0.016776286234082546,CAGR,0.2,5,0.2,0.05,0.25,0
4,4,0.15000000000000002,0.15,0.3,False,u56,TOP20,S4,25.0,1.0,9.051262945754825,0.02262815736438706,0.014318236638069623,CAGR,0.2,4,0.15000000000000002,0.1,0.25,0
4,4,0.15000000000000002,0.15,0.3,False,u56,TOP20,S4,50.0,0.06,3.779808189572176,0.01889904094786088,0.012050014330444475,DD,0.2,1,0.0,0.2,0.2,0
4,4,0.15000000000000002,0.15,0.3,False,u56,TOP20,S4,50.0,0.1,4.572443593173042,0.02286221796586521,0.014257272723340084,CAGR,0.2,0,0.0,,,0
3,3,0.1,0.15,0.25,False,u56,TOP20,S4,50.0,0.15,5.30959125299541,0.026547956264977045,0.01102032434849741,CAGR,0.2,0,0.0,,,0
4,4,0.15000000000000002,0.1,0.25,False,u56,TOP20,S4,50.0,0.25,6.3917180919844885,0.03195859045992244,0.0108379904689173,CAGR,0.15,0,0.0,,,0
3,3,0.1,0.1,0.2,False,u56,TOP20,S4,50.0,0.35,7.16027653629298,0.0358013826814649,0.006529573663849528,CAGR,0.15,0,0.0,,,0
1,1,0.0,0.15,0.15,False,u56,TOP20,S4,50.0,0.5,7.955704272033931,0.039778521360169655,0.0019042816226635256,CAGR,0.15,0,0.0,,,0
0,0,0.0,,,True,u56,TOP20,S4,50.0,0.7,8.575313454641487,0.04287656727320743,-0.002988253678344349,DD,0.1,0,0.0,,,0
0,0,0.0,,,True,u56,TOP20,S4,50.0,1.0,9.051262945754825,0.04525631472877412,-0.01647760156090239,H1,0.1,0,0.0,,,0
