n_pass,n_runs,w_contig,f_lo,f_hi,is_empty,panel,book,sleeve,cost,lam,base_to,drag,best_m_min,bind,best_f,IS_n_pass,IS_w,IS_lo,IS_hi,n4a
3,3,0.1,0.2,0.3,False,broad,EWall,S3,25.0,0.06,0.8636481533143121,0.0021591203832857803,0.00866402936194284,CAGR,0.25,5,0.2,0.15,0.35,0
3,3,0.1,0.2,0.3,False,broad,EWall,S3,25.0,0.1,0.8641905156748191,0.0021604762891870477,0.008713943174450026,CAGR,0.25,5,0.2,0.15,0.35,0
3,3,0.1,0.2,0.3,False,broad,EWall,S3,25.0,0.15,0.8645234701218765,0.0021613086753046913,0.008739999261784884,CAGR,0.25,5,0.2,0.15,0.35,0
3,3,0.1,0.2,0.3,False,broad,EWall,S3,25.0,0.25,0.8648922294704142,0.0021622305736760357,0.008756195553734705,CAGR,0.25,5,0.2,0.15,0.35,0
3,3,0.1,0.2,0.3,False,broad,EWall,S3,25.0,0.35,0.8650688116928016,0.002162672029232004,0.008762446830627948,CAGR,0.25,5,0.2,0.15,0.35,0
3,3,0.1,0.2,0.3,False,broad,EWall,S3,25.0,0.5,0.8651758359635753,0.002162939589908938,0.00877232094696652,CAGR,0.25,5,0.2,0.15,0.35,0
3,3,0.1,0.2,0.3,False,broad,EWall,S3,25.0,0.7,0.8652459294405449,0.0021631148236013623,0.008789527598206351,CAGR,0.25,5,0.2,0.15,0.35,0
3,3,0.1,0.2,0.3,False,broad,EWall,S3,25.0,1.0,0.8657057588560485,0.0021642643971401215,0.008816068891934939,CAGR,0.25,5,0.2,0.15,0.35,0
2,2,0.05,0.2,0.25,False,broad,EWall,S3,50.0,0.06,0.8636481533143121,0.004318240766571561,0.002419590511309938,DD,0.2,4,0.15000000000000002,0.15,0.3,0
2,2,0.05,0.2,0.25,False,broad,EWall,S3,50.0,0.1,0.8641905156748191,0.0043209525783740954,0.0024195876489791213,DD,0.2,4,0.15000000000000002,0.15,0.3,0
2,2,0.05,0.2,0.25,False,broad,EWall,S3,50.0,0.15,0.8645234701218765,0.004322617350609383,0.002419587648524485,DD,0.2,4,0.15000000000000002,0.15,0.3,0
2,2,0.05,0.2,0.25,False,broad,EWall,S3,50.0,0.25,0.8648922294704142,0.0043244611473520714,0.002419587648524152,DD,0.2,4,0.15000000000000002,0.15,0.3,0
2,2,0.05,0.2,0.25,False,broad,EWall,S3,50.0,0.35,0.8650688116928016,0.004325344058464008,0.002419587648524596,DD,0.2,4,0.15000000000000002,0.15,0.3,0
2,2,0.05,0.2,0.25,False,broad,EWall,S3,50.0,0.5,0.8651758359635753,0.004325879179817876,0.002419587648524374,DD,0.2,4,0.15000000000000002,0.15,0.3,0
2,2,0.05,0.2,0.25,False,broad,EWall,S3,50.0,0.7,0.8652459294405449,0.004326229647202725,0.002419587648524596,DD,0.2,4,0.15000000000000002,0.15,0.3,0
2,2,0.05,0.2,0.25,False,broad,EWall,S3,50.0,1.0,0.8657057588560485,0.004328528794280243,0.002419587648524263,DD,0.2,4,0.15000000000000002,0.15,0.3,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,0.0,0.06,0.8636481533143121,0.0,0.012330933948946757,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,0.0,0.1,0.8641905156748191,0.0,0.012379553047948202,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,0.0,0.15,0.8645234701218765,0.0,0.012404857767081404,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,0.0,0.25,0.8648922294704142,0.0,0.012420666181383669,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,0.0,0.35,0.8650688116928016,0.0,0.012426519349644852,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,0.0,0.5,0.8651758359635753,0.0,0.012435386448680322,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,0.0,0.7,0.8652459294405449,0.0,0.012450797101113811,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,0.0,1.0,0.8657057588560485,0.0,0.012475492950036984,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,5.0,0.06,0.8636481533143121,0.000431824076657156,0.010844590666489087,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,5.0,0.1,0.8641905156748191,0.00043209525783740953,0.010892916863351101,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,5.0,0.15,0.8645234701218765,0.00043226173506093825,0.010918032107527911,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,5.0,0.25,0.8648922294704142,0.00043244611473520713,0.010933570246263138,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,5.0,0.35,0.8650688116928016,0.0004325344058464008,0.01093929579640203,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,5.0,0.5,0.8651758359635753,0.00043258791798178765,0.010948081810647284,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,5.0,0.7,0.8652459294405449,0.0004326229647202725,0.010963460709170161,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,EWall,S4,5.0,1.0,0.8657057588560485,0.0004328528794280243,0.010987959741625766,CAGR,0.3,7,0.30000000000000004,0.15,0.45,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,10.0,0.06,0.8636481533143121,0.000863648153314312,0.0093601654478392,CAGR,0.3,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,10.0,0.1,0.8641905156748191,0.0008641905156748191,0.0094081994188588,CAGR,0.3,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,10.0,0.15,0.8645234701218765,0.0008645234701218765,0.009433125636534048,CAGR,0.3,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,10.0,0.25,0.8648922294704142,0.0008648922294704143,0.009448394174773792,CAGR,0.3,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,10.0,0.35,0.8650688116928016,0.0008650688116928016,0.009453992429945005,CAGR,0.3,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,10.0,0.5,0.8651758359635753,0.0008651758359635753,0.009462697559156255,CAGR,0.3,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,10.0,0.7,0.8652459294405449,0.000865245929440545,0.009478044767082541,CAGR,0.3,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,10.0,1.0,0.8657057588560485,0.0008657057588560486,0.00950234745674812,CAGR,0.3,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,15.0,0.06,0.8636481533143121,0.0012954722299714683,0.008482920996987137,DD,0.25,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,15.0,0.1,0.8641905156748191,0.0012962857735122285,0.008482918200205553,DD,0.25,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,15.0,0.15,0.8645234701218765,0.0012967852051828147,0.008482918199761796,DD,0.25,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,15.0,0.25,0.8648922294704142,0.0012973383442056213,0.00848291819976224,DD,0.25,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,15.0,0.35,0.8650688116928016,0.0012976032175392024,0.00848291819976213,DD,0.25,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,15.0,0.5,0.8651758359635753,0.001297763753945363,0.00848291819976224,DD,0.25,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,15.0,0.7,0.8652459294405449,0.0012978688941608172,0.00848291819976224,DD,0.25,6,0.25,0.15,0.4,0
3,3,0.1,0.25,0.35,False,broad,EWall,S4,15.0,1.0,0.8657057588560485,0.0012985586382840727,0.008482918199762018,DD,0.25,6,0.25,0.15,0.4,0
2,2,0.05,0.25,0.3,False,broad,EWall,S4,25.0,0.06,0.8636481533143121,0.0021591203832857803,0.008087157704308373,DD,0.25,5,0.2,0.15,0.35,0
2,2,0.05,0.25,0.3,False,broad,EWall,S4,25.0,0.1,0.8641905156748191,0.0021604762891870477,0.008087154906191635,DD,0.25,5,0.2,0.15,0.35,0
2,2,0.05,0.25,0.3,False,broad,EWall,S4,25.0,0.15,0.8645234701218765,0.0021613086753046913,0.00808715490574688,DD,0.25,5,0.2,0.15,0.35,0
2,2,0.05,0.25,0.3,False,broad,EWall,S4,25.0,0.25,0.8648922294704142,0.0021622305736760357,0.008087154905746768,DD,0.25,5,0.2,0.15,0.35,0
2,2,0.05,0.25,0.3,False,broad,EWall,S4,25.0,0.35,0.8650688116928016,0.002162672029232004,0.008087154905746768,DD,0.25,5,0.2,0.15,0.35,0
2,2,0.05,0.25,0.3,False,broad,EWall,S4,25.0,0.5,0.8651758359635753,0.002162939589908938,0.00808715490574699,DD,0.25,5,0.2,0.15,0.35,0
2,2,0.05,0.25,0.3,False,broad,EWall,S4,25.0,0.7,0.8652459294405449,0.0021631148236013623,0.00808715490574688,DD,0.25,5,0.2,0.15,0.35,0
2,2,0.05,0.25,0.3,False,broad,EWall,S4,25.0,1.0,0.8657057588560485,0.0021642643971401215,0.008087154905747101,DD,0.25,5,0.2,0.15,0.35,0
1,1,0.0,0.25,0.25,False,broad,EWall,S4,50.0,0.06,0.8636481533143121,0.004318240766571561,0.003587872054363797,CAGR,0.25,3,0.1,0.2,0.3,0
1,1,0.0,0.25,0.25,False,broad,EWall,S4,50.0,0.1,0.8641905156748191,0.0043209525783740954,0.0036355533498706044,CAGR,0.25,3,0.1,0.2,0.3,0
1,1,0.0,0.25,0.25,False,broad,EWall,S4,50.0,0.15,0.8645234701218765,0.004322617350609383,0.003660130275737042,CAGR,0.25,3,0.1,0.2,0.3,0
1,1,0.0,0.25,0.25,False,broad,EWall,S4,50.0,0.25,0.8648922294704142,0.0043244611473520714,0.0036738681314875815,CAGR,0.25,3,0.1,0.2,0.3,0
1,1,0.0,0.25,0.25,False,broad,EWall,S4,50.0,0.35,0.8650688116928016,0.004325344058464008,0.00367857589331351,CAGR,0.25,3,0.1,0.2,0.3,0
1,1,0.0,0.25,0.25,False,broad,EWall,S4,50.0,0.5,0.8651758359635753,0.004325879179817876,0.0036869069662266024,CAGR,0.25,3,0.1,0.2,0.3,0
1,1,0.0,0.25,0.25,False,broad,EWall,S4,50.0,0.7,0.8652459294405449,0.004326229647202725,0.003702741496037734,CAGR,0.25,3,0.1,0.2,0.3,0
1,1,0.0,0.25,0.25,False,broad,EWall,S4,50.0,1.0,0.8657057588560485,0.004328528794280243,0.0037267910685316458,CAGR,0.25,3,0.1,0.2,0.3,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S3,0.0,0.06,5.244303188446646,0.0,0.029128463411402364,CAGR,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S3,0.0,0.1,6.482002141181511,0.0,0.027650233966224527,CAGR,0.35,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,0.0,0.15,7.61960256612558,0.0,0.02722268875171388,DD,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,0.0,0.25,9.260026158888342,0.0,0.029489156444528125,DD,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,0.0,0.35,10.406293135573312,0.0,0.02988846448767575,CAGR,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,0.0,0.5,11.567010323542432,0.0,0.028853082889101336,CAGR,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,0.0,0.7,12.473357314174498,0.0,0.027740803756253832,CAGR,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,0.0,1.0,13.17849676626013,0.0,0.026538624917573153,CAGR,0.3,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S3,5.0,0.06,5.244303188446646,0.0026221515942233234,0.02586707669975237,CAGR,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S3,5.0,0.1,6.482002141181511,0.0032410010705907558,0.025030211955099607,DD,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,5.0,0.15,7.61960256612558,0.00380980128306279,0.02689873490926345,DD,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,5.0,0.25,9.260026158888342,0.004630013079444171,0.025832315943986786,CAGR,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,5.0,0.35,10.406293135573312,0.005203146567786657,0.024437499750922645,CAGR,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,5.0,0.5,11.567010323542432,0.005783505161771216,0.022887628144129882,CAGR,0.3,11,0.5,0.0,0.5,0
6,6,0.25,0.2,0.45,False,broad,TOP20,S3,5.0,0.7,12.473357314174498,0.006236678657087249,0.021365266636143423,CAGR,0.3,11,0.5,0.0,0.5,0
6,6,0.25,0.2,0.45,False,broad,TOP20,S3,5.0,1.0,13.17849676626013,0.006589248383130065,0.019812946927896882,CAGR,0.3,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S3,10.0,0.06,5.244303188446646,0.005244303188446647,0.022744313418532808,DD,0.3,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S3,10.0,0.1,6.482002141181511,0.0064820021411815115,0.02474071573461159,DD,0.3,11,0.5,0.0,0.5,0
7,7,0.30000000000000004,0.2,0.5,False,broad,TOP20,S3,10.0,0.15,7.61960256612558,0.00761960256612558,0.023713472804101923,CAGR,0.3,11,0.5,0.0,0.5,0
6,6,0.25,0.2,0.45,False,broad,TOP20,S3,10.0,0.25,9.260026158888342,0.009260026158888343,0.020904900064677004,CAGR,0.3,11,0.5,0.0,0.5,0
6,6,0.25,0.2,0.45,False,broad,TOP20,S3,10.0,0.35,10.406293135573312,0.010406293135573313,0.019012119173190192,CAGR,0.3,11,0.5,0.0,0.5,0
6,6,0.25,0.2,0.45,False,broad,TOP20,S3,10.0,0.5,11.567010323542432,0.011567010323542432,0.01713610359252607,DD,0.25,11,0.5,0.0,0.5,0
5,5,0.2,0.2,0.4,False,broad,TOP20,S3,10.0,0.7,12.473357314174498,0.012473357314174498,0.0163386218265498,DD,0.25,10,0.45,0.0,0.45,0
4,4,0.15000000000000002,0.25,0.4,False,broad,TOP20,S3,10.0,1.0,13.17849676626013,0.01317849676626013,0.013314142323570116,DD,0.25,10,0.45,0.0,0.45,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S3,15.0,0.06,5.244303188446646,0.007866454782669969,0.02248998616730538,DD,0.3,11,0.5,0.0,0.5,0
5,5,0.2,0.25,0.45,False,broad,TOP20,S3,15.0,0.1,6.482002141181511,0.009723003211772267,0.022177445142659027,CAGR,0.3,11,0.5,0.0,0.5,0
5,5,0.2,0.25,0.45,False,broad,TOP20,S3,15.0,0.15,7.61960256612558,0.01142940384918837,0.019507898769043755,CAGR,0.3,11,0.5,0.0,0.5,0
5,5,0.2,0.2,0.4,False,broad,TOP20,S3,15.0,0.25,9.260026158888342,0.013890039238332513,0.015998465300100143,CAGR,0.3,11,0.5,0.0,0.5,0
5,5,0.2,0.2,0.4,False,broad,TOP20,S3,15.0,0.35,10.406293135573312,0.015609439703359968,0.016292781021406882,DD,0.25,10,0.45,0.0,0.45,0
5,5,0.2,0.2,0.4,False,broad,TOP20,S3,15.0,0.5,11.567010323542432,0.017350515485313647,0.016009118224651078,CAGR,0.25,10,0.45,0.0,0.45,0
4,4,0.15000000000000002,0.2,0.35,False,broad,TOP20,S3,15.0,0.7,12.473357314174498,0.018710035971261745,0.01354445518104326,CAGR,0.25,9,0.4,0.0,0.4,0
3,3,0.1,0.25,0.35,False,broad,TOP20,S3,15.0,1.0,13.17849676626013,0.019767745149390194,0.011167802038921162,CAGR,0.25,9,0.4,0.0,0.4,0
5,5,0.2,0.25,0.45,False,broad,TOP20,S3,25.0,0.06,5.244303188446646,0.013110757971116615,0.018993134465201636,CAGR,0.3,11,0.5,0.0,0.5,0
4,4,0.15000000000000002,0.25,0.4,False,broad,TOP20,S3,25.0,0.1,6.482002141181511,0.01620500535295378,0.014769893877068799,CAGR,0.3,10,0.45,0.0,0.45,0
3,3,0.1,0.25,0.35,False,broad,TOP20,S3,25.0,0.15,7.61960256612558,0.01904900641531395,0.010189759954826516,H2,0.3,10,0.45,0.0,0.45,0
0,0,0.0,,,True,broad,TOP20,S3,25.0,0.25,9.260026158888342,0.023150065397220858,-0.001610412910588388,H2,0.35,9,0.4,0.0,0.4,0
0,0,0.0,,,True,broad,TOP20,S3,25.0,0.35,10.406293135573312,0.02601573283893328,-0.007670733577935462,H2,0.4,8,0.35000000000000003,0.0,0.35,0
0,0,0.0,,,True,broad,TOP20,S3,25.0,0.5,11.567010323542432,0.02891752580885608,-0.01629861402225219,H2,0.45,7,0.30000000000000004,0.0,0.3,0
0,0,0.0,,,True,broad,TOP20,S3,25.0,0.7,12.473357314174498,0.031183393285436244,-0.02565981583583088,H2,0.5,3,0.1,0.15,0.25,0
0,0,0.0,,,True,broad,TOP20,S3,25.0,1.0,13.17849676626013,0.03294624191565033,-0.04297072003965863,H2,0.5,2,0.05,0.2,0.25,0
0,0,0.0,,,True,broad,TOP20,S3,50.0,0.06,5.244303188446646,0.02622151594223323,-0.058401940464800406,H2,0.25,8,0.35000000000000003,0.0,0.35,0
0,0,0.0,,,True,broad,TOP20,S3,50.0,0.1,6.482002141181511,0.03241001070590756,-0.10165585474856742,H2,0.25,7,0.30000000000000004,0.0,0.3,0
0,0,0.0,,,True,broad,TOP20,S3,50.0,0.15,7.61960256612558,0.0380980128306279,-0.1359003461188497,H2,0.25,5,0.2,0.0,0.2,0
0,0,0.0,,,True,broad,TOP20,S3,50.0,0.25,9.260026158888342,0.046300130794441716,-0.18114754232195185,H2,0.25,0,0.0,,,0
0,0,0.0,,,True,broad,TOP20,S3,50.0,0.35,10.406293135573312,0.05203146567786656,-0.21228634827024329,H2,0.25,0,0.0,,,0
0,0,0.0,,,True,broad,TOP20,S3,50.0,0.5,11.567010323542432,0.05783505161771216,-0.245688385180184,H2,0.2,0,0.0,,,0
0,0,0.0,,,True,broad,TOP20,S3,50.0,0.7,12.473357314174498,0.06236678657087249,-0.2758890938240207,H2,0.2,0,0.0,,,0
0,0,0.0,,,True,broad,TOP20,S3,50.0,1.0,13.17849676626013,0.06589248383130066,-0.3053915887353438,H2,0.0,0,0.0,,,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,0.0,0.06,5.244303188446646,0.0,0.02651923814507076,DD,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,0.0,0.1,6.482002141181511,0.0,0.02856903684927417,DD,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,0.0,0.15,7.61960256612558,0.0,0.028229940935827938,CAGR,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,0.0,0.25,9.260026158888342,0.0,0.02686696267873985,CAGR,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,0.0,0.35,10.406293135573312,0.0,0.025991542884118382,CAGR,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,0.0,0.5,11.567010323542432,0.0,0.024981870031026213,CAGR,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,0.0,0.7,12.473357314174498,0.0,0.023903668970905748,CAGR,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,0.0,1.0,13.17849676626013,0.0,0.022725122173168313,CAGR,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,5.0,0.06,5.244303188446646,0.0026221515942233234,0.026249968073712188,DD,0.35,11,0.5,0.0,0.5,0
6,6,0.25,0.25,0.5,False,broad,TOP20,S4,5.0,0.1,6.482002141181511,0.0032410010705907558,0.02562529575037882,CAGR,0.35,11,0.5,0.0,0.5,0
