panel,family,thr,depth,bps,draw,dSharpe,IS_dSharpe
U56,DDCTL,0.06,1.0,25,-1,-0.20274486082607046,-0.21880700699409794
U56,DDCTL,0.06,1.0,10,0,-0.1816925618978058,-0.17393555493324453
U56,DDCTL,0.06,1.0,25,0,-0.1869505586352962,-0.17902896007576252
U56,DDCTL,0.06,1.0,10,1,-0.3380556723767295,-0.3218581122516855
U56,DDCTL,0.06,1.0,25,1,-0.3475993651444156,-0.32971733049629925
U56,DDCTL,0.06,1.0,10,2,-0.34194273189883706,-0.1766470843932857
U56,DDCTL,0.06,1.0,25,2,-0.3559481361417498,-0.18897830581804054
U56,DDCTL,0.06,1.0,10,3,-0.08984700160367143,-0.02887741214549766
U56,DDCTL,0.06,1.0,25,3,-0.10687768972990874,-0.040705276467837836
U56,DDCTL,0.06,1.0,10,4,-0.10310960256611446,-0.046094833227523835
U56,DDCTL,0.06,1.0,25,4,-0.1147666935392585,-0.05578082493814074
U56,DDCTL,0.06,1.0,10,5,-0.25543201183585884,-0.34997315364894654
U56,DDCTL,0.06,1.0,25,5,-0.2674842016989514,-0.3693526708378234
U56,DDCTL,0.06,1.0,10,6,-0.13876905413045904,0.061820245743760216
U56,DDCTL,0.06,1.0,25,6,-0.1546620277425096,0.04605620328500237
U56,DDCTL,0.06,1.0,10,7,-0.07979238969331082,-0.12850951182262582
U56,DDCTL,0.06,1.0,25,7,-0.09580654151612766,-0.1522292256972363
U56,DDCTL,0.06,1.0,10,8,-0.2100541591234275,-0.4665271080203215
U56,DDCTL,0.06,1.0,25,8,-0.22205573023494785,-0.48386310559228246
U56,DDCTL,0.06,1.0,10,9,-0.19221319946178805,-0.39315624179313413
U56,DDCTL,0.06,1.0,25,9,-0.20757357836295542,-0.41486065066592087
U56,DDCTL,0.06,1.0,10,10,-0.1156166735667763,0.019494653035647458
U56,DDCTL,0.06,1.0,25,10,-0.12552979628449157,0.0008471281006017239
U56,DDCTL,0.06,1.0,10,11,-0.13328961678173123,0.01550482240159945
U56,DDCTL,0.06,1.0,25,11,-0.1490323102282044,-0.012172983120064207
U56,DDCTL,0.06,1.0,10,12,-0.08633646683804397,-0.07949160424164103
U56,DDCTL,0.06,1.0,25,12,-0.0979440019144413,-0.09444731952159868
U56,DDCTL,0.06,1.0,10,13,-0.15228457916159477,-0.2584844848038358
U56,DDCTL,0.06,1.0,25,13,-0.16236990969019838,-0.27391912823877107
U56,DDCTL,0.06,1.0,10,14,-0.13014737136987986,-0.0434079713929032
U56,DDCTL,0.06,1.0,25,14,-0.1423469236806143,-0.05543068439624921
U56,DDCTL,0.06,1.0,10,15,0.03975450578605688,-0.01121864505389003
U56,DDCTL,0.06,1.0,25,15,0.02114697657228437,-0.028887714405459786
U56,DDCTL,0.06,1.0,10,16,-0.1507413108473855,-0.15967400689999334
U56,DDCTL,0.06,1.0,25,16,-0.16455591645144096,-0.1714167580873477
U56,DDCTL,0.06,1.0,10,17,-0.06514619737809846,-0.11841294138157488
U56,DDCTL,0.06,1.0,25,17,-0.08238879756997142,-0.13291765184129356
U56,DDCTL,0.06,1.0,10,18,-0.20456299388512078,-0.08569521134496738
U56,DDCTL,0.06,1.0,25,18,-0.2184844743902189,-0.10061937216236816
U56,DDCTL,0.06,1.0,10,19,-0.13213170249075423,0.04587685084499338
U56,DDCTL,0.06,1.0,25,19,-0.1421361468481137,0.03253883746022024
U56,DDCTL,0.1,0.5,10,-1,-0.049690157250178224,-0.04566557746541
U56,DDCTL,0.1,0.5,25,-1,-0.052715781824250074,-0.04839265296945938
U56,DDCTL,0.1,0.5,10,0,-0.03462374703328508,-0.00712916498841798
U56,DDCTL,0.1,0.5,25,0,-0.03771139128595824,-0.010278940409778614
U56,DDCTL,0.1,0.5,10,1,-0.05199729733857672,-0.0518477528478406
U56,DDCTL,0.1,0.5,25,1,-0.05653491490085527,-0.05515717677088894
U56,DDCTL,0.1,0.5,10,2,-0.012929810743277148,0.01046204624600211
U56,DDCTL,0.1,0.5,25,2,-0.018228225354671057,0.0052014447467341185
U56,DDCTL,0.1,0.5,10,3,0.017099927472942422,0.0014014605701018201
U56,DDCTL,0.1,0.5,25,3,0.011325834092358988,-0.0036943955853577792
U56,DDCTL,0.1,0.5,10,4,-0.029971418866906907,-0.029423748710515563
U56,DDCTL,0.1,0.5,25,4,-0.03356372614423475,-0.034456048550522866
U56,DDCTL,0.1,0.5,10,5,-0.045804305914858956,-0.04989760816370492
U56,DDCTL,0.1,0.5,25,5,-0.05013019569062316,-0.054432521739591344
U56,DDCTL,0.1,0.5,10,6,-0.04147859413022892,-0.04857331939156817
U56,DDCTL,0.1,0.5,25,6,-0.04701618939064711,-0.05734471067454727
U56,DDCTL,0.1,0.5,10,7,0.04200852108152331,0.0372948758734184
U56,DDCTL,0.1,0.5,25,7,0.03602989032128334,0.02957304898514934
U56,DDCTL,0.1,0.5,10,8,-0.013275739186407787,-0.03776811347606579
U56,DDCTL,0.1,0.5,25,8,-0.018038928299696777,-0.043793519854463114
U56,DDCTL,0.1,0.5,10,9,-0.0036460221483316513,-0.005525899464262185
U56,DDCTL,0.1,0.5,25,9,-0.008109828262619523,-0.011596149150836066
U56,DDCTL,0.1,0.5,10,10,-0.005034042595879695,0.030900050992280992
U56,DDCTL,0.1,0.5,25,10,-0.008935257066479574,0.026045495198125712
U56,DDCTL,0.1,0.5,10,11,-0.034339319462935336,-0.04434309608189002
U56,DDCTL,0.1,0.5,25,11,-0.03924770826313606,-0.047702174259817265
U56,DDCTL,0.1,0.5,10,12,0.02603494106769566,-0.03208852567062137
U56,DDCTL,0.1,0.5,25,12,0.022010381849384975,-0.03413765081737263
U56,DDCTL,0.1,0.5,10,13,-0.007115514054314653,-0.04626177617082283
U56,DDCTL,0.1,0.5,25,13,-0.010853057835380708,-0.04870708371428589
U56,DDCTL,0.1,0.5,10,14,-0.034153466321136916,-0.018881453905929768
U56,DDCTL,0.1,0.5,25,14,-0.03730239551554704,-0.02080439979673887
U56,DDCTL,0.1,0.5,10,15,-0.022465373366737262,-0.004994719231784961
U56,DDCTL,0.1,0.5,25,15,-0.02598357359836878,-0.005716913758146647
U56,DDCTL,0.1,0.5,10,16,0.028915554593048176,-0.023332846327138612
U56,DDCTL,0.1,0.5,25,16,0.024054725521295395,-0.024601269933366532
U56,DDCTL,0.1,0.5,10,17,-0.024199955920368277,-0.012194431582015275
U56,DDCTL,0.1,0.5,25,17,-0.027397547743718498,-0.01453817838914162
U56,DDCTL,0.1,0.5,10,18,-0.00898093590077087,0.019651737084406706
U56,DDCTL,0.1,0.5,25,18,-0.013441140883518887,0.01623351743463952
U56,DDCTL,0.1,0.5,10,19,-0.0007267964472708055,-0.006248091510935527
U56,DDCTL,0.1,0.5,25,19,-0.0041557406098441385,-0.009471157429232213
U56,DDCTL,0.1,1.0,10,-1,-0.10902072531201268,-0.0947327672089362
U56,DDCTL,0.1,1.0,25,-1,-0.11437098031030934,-0.10010221757081983
U56,DDCTL,0.1,1.0,10,0,-0.078679684792625,-0.018752307474121932
U56,DDCTL,0.1,1.0,25,0,-0.0840005085539749,-0.02468764651017219
U56,DDCTL,0.1,1.0,10,1,-0.11764208124739339,-0.1077315380368079
U56,DDCTL,0.1,1.0,25,1,-0.1255147900200435,-0.11410349316873902
U56,DDCTL,0.1,1.0,10,2,-0.03985946728241152,0.01043250368927251
U56,DDCTL,0.1,1.0,25,2,-0.04936692163947043,0.00089745816420983
U56,DDCTL,0.1,1.0,10,3,0.015095854579126211,-0.005045357515555127
U56,DDCTL,0.1,1.0,25,3,0.005305062813545258,-0.0144612731606365
U56,DDCTL,0.1,1.0,10,4,-0.07019646811529245,-0.0674996168088462
U56,DDCTL,0.1,1.0,25,4,-0.07647445048907164,-0.07673018965136891
U56,DDCTL,0.1,1.0,10,5,-0.10161658986193411,-0.10515761110091737
U56,DDCTL,0.1,1.0,25,5,-0.10947742986443809,-0.11385022946683421
U56,DDCTL,0.1,1.0,10,6,-0.09615598995934227,-0.12432161177938783
U56,DDCTL,0.1,1.0,25,6,-0.10606222928244224,-0.13884369321996415
U56,DDCTL,0.1,1.0,10,7,0.06271422634472335,0.05426579223784511
U56,DDCTL,0.1,1.0,25,7,0.05294364817774755,0.04125519020676349
U56,DDCTL,0.1,1.0,10,8,-0.03896232115776854,-0.09041337566229324
U56,DDCTL,0.1,1.0,25,8,-0.04733163396360207,-0.10095621579258729
U56,DDCTL,0.1,1.0,10,9,-0.017881958152881072,-0.024330087095911224
U56,DDCTL,0.1,1.0,25,9,-0.02592024627057199,-0.03516874676763326
U56,DDCTL,0.1,1.0,10,10,-0.019480623665448782,0.04839923201621499
U56,DDCTL,0.1,1.0,25,10,-0.026533185464616027,0.040117276368832555
U56,DDCTL,0.1,1.0,10,11,-0.07911047151595585,-0.09820335839729888
U56,DDCTL,0.1,1.0,25,11,-0.0881351748983229,-0.10385511580811779
U56,DDCTL,0.1,1.0,10,12,0.0405893792027292,-0.07186116946788046
U56,DDCTL,0.1,1.0,25,12,0.03347682462879076,-0.07512413281313268
U56,DDCTL,0.1,1.0,10,13,-0.024308087815529955,-0.10020890559927109
U56,DDCTL,0.1,1.0,25,13,-0.030963040768831274,-0.10427650625066487
U56,DDCTL,0.1,1.0,10,14,-0.07854899150755812,-0.0498235591483801
U56,DDCTL,0.1,1.0,25,14,-0.08393394952601407,-0.05227774062521229
U56,DDCTL,0.1,1.0,10,15,-0.053846660311559935,-0.01170823769621765
U56,DDCTL,0.1,1.0,25,15,-0.06008110927958821,-0.012978972081613027
U56,DDCTL,0.1,1.0,10,16,0.04067378429816171,-0.048628645690008354
U56,DDCTL,0.1,1.0,25,16,0.03273081671074862,-0.050959329832332756
U56,DDCTL,0.1,1.0,10,17,-0.054706723894747844,-0.028043785653245168
U56,DDCTL,0.1,1.0,25,17,-0.06067715669900342,-0.032464187245692
U56,DDCTL,0.1,1.0,10,18,-0.025992933855685463,0.034483597555235335
U56,DDCTL,0.1,1.0,25,18,-0.034266062368062844,0.02804823881611407
U56,DDCTL,0.1,1.0,10,19,-0.00748769136345917,-0.015304429816606957
U56,DDCTL,0.1,1.0,25,19,-0.013884835884088176,-0.021534126477892657
U56,DDCTL,0.15,0.5,10,-1,0.0,0.0
U56,DDCTL,0.15,0.5,25,-1,0.0,0.0
U56,DDCTL,0.15,0.5,10,0,0.0,0.0
U56,DDCTL,0.15,0.5,25,0,0.0,0.0
U56,DDCTL,0.15,0.5,10,1,0.0,0.0
U56,DDCTL,0.15,0.5,25,1,0.0,0.0
U56,DDCTL,0.15,0.5,10,2,0.0,0.0
U56,DDCTL,0.15,0.5,25,2,0.0,0.0
U56,DDCTL,0.15,0.5,10,3,0.0,0.0
U56,DDCTL,0.15,0.5,25,3,0.0,0.0
U56,DDCTL,0.15,0.5,10,4,0.0,0.0
U56,DDCTL,0.15,0.5,25,4,0.0,0.0
U56,DDCTL,0.15,0.5,10,5,0.0,0.0
U56,DDCTL,0.15,0.5,25,5,0.0,0.0
U56,DDCTL,0.15,0.5,10,6,0.0,0.0
U56,DDCTL,0.15,0.5,25,6,0.0,0.0
U56,DDCTL,0.15,0.5,10,7,0.0,0.0
U56,DDCTL,0.15,0.5,25,7,0.0,0.0
U56,DDCTL,0.15,0.5,10,8,0.0,0.0
U56,DDCTL,0.15,0.5,25,8,0.0,0.0
U56,DDCTL,0.15,0.5,10,9,0.0,0.0
U56,DDCTL,0.15,0.5,25,9,0.0,0.0
U56,DDCTL,0.15,0.5,10,10,0.0,0.0
U56,DDCTL,0.15,0.5,25,10,0.0,0.0
U56,DDCTL,0.15,0.5,10,11,0.0,0.0
U56,DDCTL,0.15,0.5,25,11,0.0,0.0
U56,DDCTL,0.15,0.5,10,12,0.0,0.0
U56,DDCTL,0.15,0.5,25,12,0.0,0.0
U56,DDCTL,0.15,0.5,10,13,0.0,0.0
U56,DDCTL,0.15,0.5,25,13,0.0,0.0
U56,DDCTL,0.15,0.5,10,14,0.0,0.0
U56,DDCTL,0.15,0.5,25,14,0.0,0.0
U56,DDCTL,0.15,0.5,10,15,0.0,0.0
U56,DDCTL,0.15,0.5,25,15,0.0,0.0
U56,DDCTL,0.15,0.5,10,16,0.0,0.0
U56,DDCTL,0.15,0.5,25,16,0.0,0.0
U56,DDCTL,0.15,0.5,10,17,0.0,0.0
U56,DDCTL,0.15,0.5,25,17,0.0,0.0
U56,DDCTL,0.15,0.5,10,18,0.0,0.0
U56,DDCTL,0.15,0.5,25,18,0.0,0.0
U56,DDCTL,0.15,0.5,10,19,0.0,0.0
U56,DDCTL,0.15,0.5,25,19,0.0,0.0
U56,DDCTL,0.15,1.0,10,-1,0.0,0.0
U56,DDCTL,0.15,1.0,25,-1,0.0,0.0
U56,DDCTL,0.15,1.0,10,0,0.0,0.0
U56,DDCTL,0.15,1.0,25,0,0.0,0.0
U56,DDCTL,0.15,1.0,10,1,0.0,0.0
U56,DDCTL,0.15,1.0,25,1,0.0,0.0
U56,DDCTL,0.15,1.0,10,2,0.0,0.0
U56,DDCTL,0.15,1.0,25,2,0.0,0.0
U56,DDCTL,0.15,1.0,10,3,0.0,0.0
U56,DDCTL,0.15,1.0,25,3,0.0,0.0
U56,DDCTL,0.15,1.0,10,4,0.0,0.0
U56,DDCTL,0.15,1.0,25,4,0.0,0.0
U56,DDCTL,0.15,1.0,10,5,0.0,0.0
U56,DDCTL,0.15,1.0,25,5,0.0,0.0
U56,DDCTL,0.15,1.0,10,6,0.0,0.0
U56,DDCTL,0.15,1.0,25,6,0.0,0.0
U56,DDCTL,0.15,1.0,10,7,0.0,0.0
U56,DDCTL,0.15,1.0,25,7,0.0,0.0
U56,DDCTL,0.15,1.0,10,8,0.0,0.0
U56,DDCTL,0.15,1.0,25,8,0.0,0.0
U56,DDCTL,0.15,1.0,10,9,0.0,0.0
U56,DDCTL,0.15,1.0,25,9,0.0,0.0
U56,DDCTL,0.15,1.0,10,10,0.0,0.0
U56,DDCTL,0.15,1.0,25,10,0.0,0.0
U56,DDCTL,0.15,1.0,10,11,0.0,0.0
U56,DDCTL,0.15,1.0,25,11,0.0,0.0
U56,DDCTL,0.15,1.0,10,12,0.0,0.0
U56,DDCTL,0.15,1.0,25,12,0.0,0.0
U56,DDCTL,0.15,1.0,10,13,0.0,0.0
U56,DDCTL,0.15,1.0,25,13,0.0,0.0
U56,DDCTL,0.15,1.0,10,14,0.0,0.0
U56,DDCTL,0.15,1.0,25,14,0.0,0.0
U56,DDCTL,0.15,1.0,10,15,0.0,0.0
U56,DDCTL,0.15,1.0,25,15,0.0,0.0
U56,DDCTL,0.15,1.0,10,16,0.0,0.0
U56,DDCTL,0.15,1.0,25,16,0.0,0.0
U56,DDCTL,0.15,1.0,10,17,0.0,0.0
U56,DDCTL,0.15,1.0,25,17,0.0,0.0
U56,DDCTL,0.15,1.0,10,18,0.0,0.0
U56,DDCTL,0.15,1.0,25,18,0.0,0.0
U56,DDCTL,0.15,1.0,10,19,0.0,0.0
U56,DDCTL,0.15,1.0,25,19,0.0,0.0
