panel,sleeve,gross,max_abs_daily_resid,dCAGR,dSharpe,dMaxDD,turnover_direct,turnover_recon
B136,IEF,0.5,2.0816681711721685e-17,0.0,2.220446049250313e-16,0.0,2.527747279326884,2.527747279326884
B136,IEF,0.6,2.0816681711721685e-17,-2.220446049250313e-16,-2.220446049250313e-16,-4.440892098500626e-16,2.9360478926320743,2.9360478926320743
B136,IEF,0.75,2.0816681711721685e-17,-2.220446049250313e-16,0.0,0.0,3.5019875965277363,3.5019875965277363
B136,IEF,0.9,5.551115123125783e-17,0.0,0.0,0.0,4.023776688501755,4.023776688501755
B136,TLT,0.4,1.3877787807814457e-17,0.0,0.0,-1.1102230246251565e-16,2.18802261406137,2.18802261406137
B136,TLT,0.5,1.3877787807814457e-17,2.220446049250313e-16,-2.220446049250313e-16,-1.1102230246251565e-16,2.6248146856498975,2.6248146856498975
B136,TLT,0.6,4.163336342344337e-17,0.0,-4.440892098500626e-16,-1.1102230246251565e-16,3.023983876001322,3.023983876001322
B136,TLT,0.75,2.0816681711721685e-17,0.0,0.0,-3.3306690738754696e-16,3.563230401248135,3.563230401248135
B136,TLT,0.9,4.85722573273506e-17,0.0,-2.220446049250313e-16,-2.220446049250313e-16,4.049169282529092,4.049169282529091
SMALL,CASH,0.4,1.0408340855860843e-17,0.0,0.0,-1.1102230246251565e-16,2.29904952317338,2.29904952317338
SMALL,CASH,0.5,1.3877787807814457e-17,0.0,0.0,-2.220446049250313e-16,2.8545050711144313,2.8545050711144313
SMALL,CASH,0.6,2.7755575615628914e-17,0.0,-1.1102230246251565e-16,-6.661338147750939e-16,3.407055866031751,3.407055866031751
SMALL,CASH,0.75,2.0816681711721685e-17,0.0,1.1102230246251565e-16,2.220446049250313e-16,4.236600309539986,4.236600309539986
SMALL,CASH,0.9,1.1102230246251565e-16,2.220446049250313e-16,-1.1102230246251565e-16,1.3322676295501878e-15,5.075861985398838,5.075861985398838
SMALL,SHY,0.4,1.0408340855860843e-17,2.220446049250313e-16,3.3306690738754696e-16,1.1102230246251565e-16,2.6137854128267497,2.6137854128267497
SMALL,SHY,0.5,1.3877787807814457e-17,2.220446049250313e-16,0.0,-1.1102230246251565e-16,3.1823034053651846,3.1823034053651846
SMALL,SHY,0.6,2.7755575615628914e-17,-4.440892098500626e-16,-1.1102230246251565e-16,-9.992007221626409e-16,3.721733983330769,3.721733983330769
SMALL,SHY,0.75,2.0816681711721685e-17,0.0,1.1102230246251565e-16,1.1102230246251565e-16,4.482437098155668,4.482437098155668
SMALL,SHY,0.9,1.1102230246251565e-16,-4.440892098500626e-16,-1.1102230246251565e-16,-5.551115123125783e-16,5.193890001181706,5.193890001181707
SMALL,IEF,0.4,1.3877787807814457e-17,-2.220446049250313e-16,0.0,1.1102230246251565e-16,2.641537634247236,2.641537634247236
SMALL,IEF,0.5,1.3877787807814457e-17,2.220446049250313e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,3.2101310443939908,3.2101310443939908
SMALL,IEF,0.6,2.7755575615628914e-17,0.0,-1.1102230246251565e-16,0.0,3.747227292283203,3.747227292283203
SMALL,IEF,0.75,2.0816681711721685e-17,0.0,0.0,3.3306690738754696e-16,4.500835820612081,4.500835820612081
SMALL,IEF,0.9,1.1102230246251565e-16,-2.220446049250313e-16,0.0,-2.220446049250313e-16,5.201923985284862,5.201923985284862
SMALL,TLT,0.4,1.3877787807814457e-17,0.0,0.0,2.220446049250313e-16,2.721604275083762,2.7216042750837617
SMALL,TLT,0.5,1.3877787807814457e-17,0.0,2.220446049250313e-16,0.0,3.290186417418443,3.290186417418443
SMALL,TLT,0.6,3.469446951953614e-17,0.0,0.0,2.220446049250313e-16,3.8204075030565003,3.8204075030565003
SMALL,TLT,0.75,2.0816681711721685e-17,0.0,0.0,1.1102230246251565e-16,4.553098011907676,4.553098011907676
SMALL,TLT,0.9,1.1102230246251565e-16,-2.220446049250313e-16,-1.1102230246251565e-16,0.0,5.224403252401361,5.224403252401361
