[U56] done  t=5s
[B136] done  t=13s
[SMALL] done  t=46s

================================================================================================================
FULL GRID (10 bps) -- ALL 180 books, every (d, g, N) rung published
================================================================================================================
panel  d      g  N  mean_gross  turn_yr  FULL_CAGR  FULL_Sharpe  FULL_MaxDD  H1_Sharpe  H2_Sharpe  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  keep4a_FULL  keep4a_OOS  keep4b_FULL  keep4b_OOS
  U56  1 1.0000 20      0.9658  13.4916     0.1398       1.0028     -0.2422     0.9955     1.0164    0.1591      1.0704    -0.2422        False       False        False       False
  U56  2 1.0000 20      0.9656  13.5070     0.1487       1.0525     -0.2477     1.0476     1.0649    0.1681      1.1157    -0.2477        False       False        False       False
  U56  3 1.0000 20      0.9654  13.5325     0.1465       1.0343     -0.2373     1.0548     1.0255    0.1605      1.0670    -0.2373        False       False        False       False
  U56  0 1.0000 40      0.8802   4.6342     0.1492       1.2168     -0.2033     1.2637     1.1833    0.1645      1.2740    -0.2033        False       False        False       False
  U56  1 1.0000 40      0.8800   4.6629     0.1430       1.1506     -0.2271     1.2055     1.1114    0.1576      1.1997    -0.2271        False       False        False       False
  U56  2 1.0000 40      0.8798   4.6646     0.1510       1.1994     -0.2298     1.2630     1.1528    0.1651      1.2422    -0.2298        False       False        False       False
  U56  3 1.0000 40      0.8795   4.6843     0.1515       1.1905     -0.2253     1.2475     1.1504    0.1663      1.2355    -0.2253        False       False        False       False
  U56  0 1.0000 80      0.6854   2.2701     0.1117       1.2065     -0.1564     1.2424     1.1848    0.1255      1.2774    -0.1564        False       False         True        True
  U56  1 1.0000 80      0.6853   2.2885     0.1093       1.1628     -0.1720     1.2047     1.1369    0.1229      1.2286    -0.1720        False       False         True        True
  U56  2 1.0000 80      0.6851   2.2867     0.1143       1.2041     -0.1750     1.2551     1.1706    0.1269      1.2592    -0.1750        False       False         True        True
  U56  3 1.0000 80      0.6849   2.3020     0.1164       1.2120     -0.1695     1.2381     1.1999    0.1313      1.2839    -0.1695        False       False         True        True
 B136  0 0.5000  5      0.5002  19.6503     0.0436       0.6361     -0.1420     0.7844     0.5093    0.0398      0.5648    -0.1420        False       False        False       False
 B136  1 0.5000  5      0.5002  19.6784     0.0415       0.6022     -0.1604     0.7462     0.4783    0.0377      0.5321    -0.1604        False       False        False       False
 B136  2 0.5000  5      0.5002  19.6987     0.0460       0.6586     -0.1456     0.8329     0.5082    0.0388      0.5439    -0.1456        False       False        False       False
 B136  3 0.5000  5      0.5002  19.7244     0.0447       0.6346     -0.1408     0.9470     0.3642    0.0290      0.4129    -0.1408        False       False        False       False
 B136  0 0.5000 10      0.4998  15.8466     0.0470       0.6968     -0.1256     0.8535     0.5664    0.0431      0.6170    -0.1256        False       False        False       False
 B136  1 0.5000 10      0.4998  15.8775     0.0446       0.6563     -0.1193     0.8038     0.5334    0.0410      0.5828    -0.1193        False       False        False       False
 B136  2 0.5000 10      0.4998  15.8942     0.0498       0.7239     -0.1142     0.9592     0.5259    0.0410      0.5815    -0.1142        False       False        False       False
 B136  3 0.5000 10      0.4998  15.9267     0.0498       0.7175     -0.1027     0.9913     0.4845    0.0386      0.5467    -0.1027        False       False        False       False
 B136  0 0.5000 20      0.4971  11.9634     0.0582       0.8252     -0.1345     1.0354     0.6543    0.0538      0.7339    -0.1345        False       False        False       False
 B136  1 0.5000 20      0.4970  11.9861     0.0588       0.8243     -0.1220     1.0629     0.6302    0.0525      0.7088    -0.1220        False       False        False       False
 B136  2 0.5000 20      0.4970  12.0034     0.0639       0.8865     -0.1278     1.1314     0.6881    0.0580      0.7730    -0.1278        False       False        False       False
 B136  3 0.5000 20      0.4970  12.0363     0.0672       0.9266     -0.1157     1.1509     0.7448    0.0635      0.8395    -0.1157        False       False        False       False
 B136  0 0.5000 40      0.4896   7.7736     0.0677       0.9550     -0.1274     1.1492     0.7814    0.0619      0.8633    -0.1274        False       False        False       False
 B136  1 0.5000 40      0.4895   7.7960     0.0658       0.9117     -0.1443     1.1636     0.6950    0.0567      0.7708    -0.1443        False       False        False       False
 B136  2 0.5000 40      0.4894   7.8080     0.0683       0.9406     -0.1436     1.1671     0.7478    0.0614      0.8249    -0.1436        False       False        False       False
 B136  3 0.5000 40      0.4893   7.8335     0.0687       0.9410     -0.1385     1.1507     0.7638    0.0626      0.8349    -0.1385        False       False        False       False
 B136  0 0.5000 80      0.4612   3.6951     0.0699       1.0631     -0.1125     1.1938     0.9460    0.0709      1.0623    -0.1125        False       False        False       False
 B136  1 0.5000 80      0.4611   3.7099     0.0670       0.9988     -0.1321     1.1678     0.8513    0.0666      0.9708    -0.1321        False       False        False       False
 B136  2 0.5000 80      0.4610   3.7157     0.0697       1.0295     -0.1329     1.1887     0.8909    0.0698      1.0072    -0.1329        False       False        False       False
 B136  3 0.5000 80      0.4608   3.7334     0.0705       1.0283     -0.1319     1.1856     0.8928    0.0704      1.0020    -0.1319        False       False        False       False
 B136  0 0.7500  5      0.7502  29.4566     0.0641       0.6363     -0.2077     0.7859     0.5085    0.0581      0.5642    -0.2077        False       False        False       False
 B136  1 0.7500  5      0.7501  29.4965     0.0612       0.6045     -0.2327     0.7475     0.4815    0.0553      0.5353    -0.2327        False       False        False       False
 B136  2 0.7500  5      0.7502  29.5270     0.0681       0.6617     -0.2124     0.8342     0.5128    0.0571      0.5485    -0.2124        False       False        False       False
 B136  3 0.7500  5      0.7502  29.5589     0.0660       0.6370     -0.2057     0.9484     0.3675    0.0419      0.4160    -0.2057        False       False        False       False
 B136  0 0.7500 10      0.7495  23.7466     0.0693       0.6965     -0.1843     0.8541     0.5654    0.0631      0.6163    -0.1843        False       False        False       False
 B136  1 0.7500 10      0.7495  23.7932     0.0659       0.6576     -0.1756     0.8042     0.5354    0.0602      0.5847    -0.1756        False       False        False       False
 B136  2 0.7500 10      0.7495  23.8178     0.0741       0.7268     -0.1676     0.9603     0.5304    0.0606      0.5858    -0.1676        False       False        False       False
 B136  3 0.7500 10      0.7495  23.8637     0.0738       0.7192     -0.1516     0.9923     0.4868    0.0565      0.5487    -0.1516        False       False        False       False
 B136  0 0.7500 20      0.7455  17.9143     0.0865       0.8254     -0.1973     1.0368     0.6539    0.0796      0.7336    -0.1973        False       False        False       False
 B136  1 0.7500 20      0.7454  17.9484     0.0875       0.8256     -0.1788     1.0629     0.6327    0.0778      0.7111    -0.1788        False       False        False       False
 B136  2 0.7500 20      0.7453  17.9736     0.0957       0.8893     -0.1870     1.1324     0.6929    0.0866      0.7773    -0.1870        False       False        False       False
 B136  3 0.7500 20      0.7453  18.0186     0.1006       0.9279     -0.1703     1.1517     0.7468    0.0947      0.8412    -0.1703        False       False        False       False
 B136  0 0.7500 40      0.7341  11.6252     0.1013       0.9554     -0.1878     1.1511     0.7809    0.0921      0.8627    -0.1878        False       False        False       False
 B136  1 0.7500 40      0.7340  11.6600     0.0982       0.9118     -0.2106     1.1633     0.6954    0.0840      0.7712    -0.2106        False       False        False       False
 B136  2 0.7500 40      0.7339  11.6805     0.1024       0.9424     -0.2102     1.1680     0.7511    0.0917      0.8278    -0.2102        False       False        False       False
 B136  3 0.7500 40      0.7338  11.7153     0.1027       0.9413     -0.2030     1.1512     0.7645    0.0932      0.8354    -0.2030        False       False        False       False
 B136  0 0.7500 80      0.6915   5.5114     0.1050       1.0632     -0.1665     1.1949     0.9455    0.1065      1.0617    -0.1665        False       False        False       False
 B136  1 0.7500 80      0.6914   5.5348     0.1003       0.9983     -0.1933     1.1667     0.8515    0.0997      0.9709    -0.1933        False       False        False       False
 B136  2 0.7500 80      0.6912   5.5447     0.1048       1.0309     -0.1950     1.1892     0.8936    0.1050      1.0094    -0.1950        False       False        False       False
 B136  3 0.7500 80      0.6911   5.5676     0.1058       1.0279     -0.1935     1.1851     0.8928    0.1056      1.0015    -0.1935        False       False        False       False
 B136  0 1.0000  5      1.0000  39.2796     0.0836       0.6364     -0.2698     0.7872     0.5074    0.0751      0.5634    -0.2698        False       False        False       False
 B136  1 1.0000  5      1.0000  39.3300     0.0800       0.6067     -0.3001     0.7484     0.4846    0.0719      0.5384    -0.3001        False       False        False       False
 B136  2 1.0000  5      1.0000  39.3673     0.0895       0.6646     -0.2755     0.8353     0.5173    0.0745      0.5530    -0.2755        False       False        False       False
 B136  3 1.0000  5      1.0000  39.4049     0.0865       0.6393     -0.2671     0.9496     0.3706    0.0536      0.4189    -0.2671        False       False        False       False
 B136  0 1.0000 10      0.9991  31.6650     0.0908       0.6960     -0.2405     0.8545     0.5642    0.0820      0.6152    -0.2405        False       False        False       False
 B136  1 1.0000 10      0.9991  31.7243     0.0864       0.6587     -0.2297     0.8043     0.5372    0.0785      0.5865    -0.2297        False       False        False       False
 B136  2 1.0000 10      0.9991  31.7556     0.0977       0.7294     -0.2186     0.9611     0.5347    0.0793      0.5899    -0.2186        False       False        False       False
 B136  3 1.0000 10      0.9991  31.8118     0.0971       0.7207     -0.1990     0.9931     0.4889    0.0734      0.5506    -0.1990        False       False        False       False
 B136  0 1.0000 20      0.9937  23.8793     0.1142       0.8254     -0.2572     1.0379     0.6533    0.1044      0.7330    -0.2572        False       False        False       False
 B136  1 1.0000 20      0.9936  23.9242     0.1158       0.8267     -0.2330     1.0626     0.6349    0.1022      0.7132    -0.2330        False       False        False       False
 B136  2 1.0000 20      0.9935  23.9540     0.1273       0.8919     -0.2432     1.1332     0.6976    0.1148      0.7816    -0.2432        False       False        False       False
 B136  3 1.0000 20      0.9935  24.0109     0.1337       0.9289     -0.2227     1.1522     0.7487    0.1254      0.8426    -0.2227        False       False        False       False
 B136  0 1.0000 40      0.9786  15.4898     0.1346       0.9555     -0.2461     1.1526     0.7802    0.1218      0.8620    -0.2461        False       False        False       False
 B136  1 1.0000 40      0.9785  15.5380     0.1302       0.9115     -0.2731     1.1628     0.6956    0.1106      0.7714    -0.2731        False       False        False       False
 B136  2 1.0000 40      0.9783  15.5648     0.1363       0.9441     -0.2736     1.1687     0.7543    0.1217      0.8307    -0.2736        False       False        False       False
 B136  3 1.0000 40      0.9782  15.6089     0.1365       0.9414     -0.2645     1.1514     0.7650    0.1232      0.8356    -0.2645        False       False        False       False
 B136  0 1.0000 80      0.9218   7.3378     0.1400       1.0631     -0.2190     1.1957     0.9447    0.1420      1.0607    -0.2190        False       False        False       False
 B136  1 1.0000 80      0.9216   7.3703     0.1334       0.9976     -0.2514     1.1653     0.8516    0.1326      0.9708    -0.2514        False       False        False       False
 B136  2 1.0000 80      0.9214   7.3829     0.1400       1.0321     -0.2543     1.1893     0.8962    0.1404      1.0115    -0.2543        False       False        False       False
 B136  3 1.0000 80      0.9212   7.4122     0.1409       1.0272     -0.2522     1.1843     0.8926    0.1407      1.0009    -0.2522        False       False        False       False
SMALL  0 0.5000  5      0.5003  22.6275     0.0659       0.8447     -0.2167     1.2385     0.5406    0.0525      0.6638    -0.2167        False       False        False       False
SMALL  1 0.5000  5      0.5003  22.6394     0.0512       0.6685     -0.2162     1.1815     0.2708    0.0294      0.3929    -0.2162        False       False        False       False
SMALL  2 0.5000  5      0.5002  22.6511     0.0447       0.5761     -0.2053     0.9021     0.3335    0.0304      0.3920    -0.2053        False       False        False       False
SMALL  3 0.5000  5      0.5003  22.6984     0.0411       0.5432     -0.2256     0.7558     0.3868    0.0296      0.3913    -0.2256        False       False        False       False
SMALL  0 0.5000 10      0.5002  19.9951     0.0510       0.7244     -0.2481     1.0550     0.5141    0.0406      0.5472    -0.2481        False       False        False       False
SMALL  1 0.5000 10      0.5003  20.0233     0.0491       0.6997     -0.2182     1.0659     0.4581    0.0340      0.4688    -0.2182        False       False        False       False
SMALL  2 0.5000 10      0.5002  20.0438     0.0484       0.6800     -0.2236     0.9703     0.4975    0.0369      0.4951    -0.2236        False       False        False       False
SMALL  3 0.5000 10      0.5003  20.1017     0.0396       0.5626     -0.2273     0.8073     0.4136    0.0285      0.3892    -0.2273        False       False        False       False
SMALL  0 0.5000 20      0.5001  17.5826     0.0390       0.5681     -0.2212     0.9427     0.3411    0.0313      0.4295    -0.2212        False       False        False       False
SMALL  1 0.5000 20      0.5001  17.6168     0.0416       0.5921     -0.2106     0.9291     0.3917    0.0341      0.4566    -0.2106        False       False        False       False
SMALL  2 0.5000 20      0.5000  17.6430     0.0391       0.5544     -0.2113     0.8664     0.3681    0.0318      0.4256    -0.2113        False       False        False       False
SMALL  3 0.5000 20      0.5001  17.7086     0.0349       0.4956     -0.2228     0.8256     0.2989    0.0251      0.3413    -0.2228        False       False        False       False
SMALL  0 0.5000 40      0.4993  14.5428     0.0428       0.6102     -0.2124     0.9208     0.4201    0.0349      0.4695    -0.2124        False       False        False       False
SMALL  1 0.5000 40      0.4993  14.5827     0.0457       0.6329     -0.2257     0.9442     0.4456    0.0383      0.4980    -0.2257        False       False        False       False
SMALL  2 0.5000 40      0.4992  14.6115     0.0455       0.6277     -0.2316     0.9535     0.4273    0.0372      0.4851    -0.2316        False       False        False       False
SMALL  3 0.5000 40      0.4993  14.6843     0.0447       0.6106     -0.2503     0.9203     0.4239    0.0369      0.4751    -0.2503        False       False        False       False
SMALL  0 0.5000 80      0.4974  11.0225     0.0533       0.7178     -0.1868     0.8935     0.6120    0.0485      0.6144    -0.1868        False       False        False       False
SMALL  1 0.5000 80      0.4975  11.0613     0.0537       0.7064     -0.2268     0.9457     0.5617    0.0465      0.5758    -0.2268        False       False        False       False
SMALL  2 0.5000 80      0.4974  11.0877     0.0527       0.6934     -0.2236     0.9177     0.5575    0.0466      0.5772    -0.2236        False       False        False       False
SMALL  3 0.5000 80      0.4975  11.1582     0.0496       0.6495     -0.2520     0.9153     0.4871    0.0414      0.5122    -0.2520        False       False        False       False
SMALL  0 0.7500  5      0.7502  33.9429     0.0978       0.8431     -0.3128     1.2393     0.5385    0.0770      0.6619    -0.3128        False       False        False       False
SMALL  1 0.7500  5      0.7502  33.9594     0.0751       0.6674     -0.3111     1.1808     0.2706    0.0419      0.3927    -0.3111        False       False        False       False
SMALL  2 0.7500  5      0.7501  33.9767     0.0652       0.5769     -0.2948     0.9016     0.3361    0.0434      0.3943    -0.2948        False       False        False       False
SMALL  3 0.7500  5      0.7502  34.0446     0.0597       0.5433     -0.3248     0.7567     0.3863    0.0419      0.3908    -0.3248        False       False        False       False
SMALL  0 0.7500 10      0.7502  29.9939     0.0754       0.7234     -0.3531     1.0555     0.5130    0.0590      0.5461    -0.3531        False       False        False       False
SMALL  1 0.7500 10      0.7502  30.0330     0.0723       0.6982     -0.3124     1.0666     0.4559    0.0489      0.4669    -0.3124        False       False        False       False
SMALL  2 0.7500 10      0.7501  30.0622     0.0713       0.6790     -0.3192     0.9698     0.4968    0.0534      0.4946    -0.3192        False       False        False       False
SMALL  3 0.7500 10      0.7502  30.1478     0.0574       0.5584     -0.3267     0.8072     0.4070    0.0398      0.3834    -0.3267        False       False        False       False
SMALL  0 0.7500 20      0.7500  26.3697     0.0569       0.5666     -0.3174     0.9427     0.3391    0.0447      0.4278    -0.3174        False       False        False       False
SMALL  1 0.7500 20      0.7500  26.4173     0.0606       0.5891     -0.3047     0.9297     0.3871    0.0486      0.4526    -0.3047        False       False        False       False
SMALL  2 0.7500 20      0.7500  26.4566     0.0570       0.5535     -0.3046     0.8667     0.3676    0.0455      0.4250    -0.3046        False       False        False       False
SMALL  3 0.7500 20      0.7500  26.5518     0.0502       0.4912     -0.3224     0.8258     0.2925    0.0345      0.3355    -0.3224        False       False        False       False
SMALL  0 0.7500 40      0.7487  21.8015     0.0627       0.6091     -0.3053     0.9210     0.4186    0.0502      0.4682    -0.3053        False       False        False       False
SMALL  1 0.7500 40      0.7488  21.8601     0.0668       0.6296     -0.3249     0.9439     0.4411    0.0549      0.4941    -0.3249        False       False        False       False
SMALL  2 0.7500 40      0.7487  21.9050     0.0668       0.6266     -0.3315     0.9537     0.4262    0.0537      0.4842    -0.3315        False       False        False       False
SMALL  3 0.7500 40      0.7488  22.0109     0.0650       0.6057     -0.3585     0.9190     0.4176    0.0524      0.4692    -0.3585        False       False        False       False
SMALL  0 0.7500 80      0.7460  16.5162     0.0786       0.7165     -0.2716     0.8946     0.6094    0.0707      0.6123    -0.2716        False       False        False       False
SMALL  1 0.7500 80      0.7460  16.5743     0.0788       0.7024     -0.3269     0.9453     0.5558    0.0671      0.5710    -0.3269        False       False        False       False
SMALL  2 0.7500 80      0.7460  16.6146     0.0776       0.6920     -0.3222     0.9188     0.5551    0.0678      0.5755    -0.3222        False       False        False       False
SMALL  3 0.7500 80      0.7461  16.7179     0.0724       0.6449     -0.3609     0.9144     0.4807    0.0591      0.5064    -0.3609        False       False        False       False
SMALL  0 1.0000  5      1.0000  45.2769     0.1287       0.8414     -0.4008     1.2400     0.5364    0.1000      0.6599    -0.4008        False       False        False       False
SMALL  1 1.0000  5      1.0000  45.2996     0.0978       0.6662     -0.3976     1.1798     0.2704    0.0526      0.3926    -0.3976        False       False        False       False
SMALL  2 1.0000  5      1.0000  45.3211     0.0845       0.5777     -0.3762     0.9009     0.3386    0.0549      0.3966    -0.3762        False       False        False       False
SMALL  3 1.0000  5      1.0000  45.4075     0.0769       0.5432     -0.4151     0.7575     0.3857    0.0525      0.3901    -0.4151        False       False        False       False
SMALL  0 1.0000 10      1.0000  40.0137     0.0988       0.7223     -0.4463     1.0558     0.5118    0.0760      0.5450    -0.4463        False       False        False       False
SMALL  1 1.0000 10      1.0000  40.0629     0.0945       0.6966     -0.3975     1.0671     0.4535    0.0622      0.4649    -0.3975        False       False        False       False
SMALL  2 1.0000 10      1.0000  40.0973     0.0931       0.6779     -0.4053     0.9691     0.4960    0.0684      0.4941    -0.4053        False       False        False       False
SMALL  3 1.0000 10      1.0000  40.2109     0.0736       0.5538     -0.4174     0.8069     0.4000    0.0490      0.3773    -0.4174        False       False        False       False
SMALL  0 1.0000 20      0.9998  35.1771     0.0736       0.5650     -0.4048     0.9425     0.3371    0.0564      0.4261    -0.4048        False       False        False       False
SMALL  1 1.0000 20      0.9998  35.2356     0.0783       0.5859     -0.3916     0.9301     0.3823    0.0612      0.4483    -0.3916        False       False        False       False
SMALL  2 1.0000 20      0.9998  35.2862     0.0737       0.5526     -0.3900     0.8668     0.3670    0.0576      0.4244    -0.3900        False       False        False       False
SMALL  3 1.0000 20      0.9998  35.4088     0.0638       0.4864     -0.4143     0.8258     0.2855    0.0416      0.3291    -0.4143        False       False        False       False
SMALL  0 1.0000 40      0.9981  29.0769     0.0815       0.6078     -0.3899     0.9210     0.4170    0.0640      0.4668    -0.3899        False       False        False       False
SMALL  1 1.0000 40      0.9982  29.1538     0.0865       0.6260     -0.4155     0.9434     0.4362    0.0695      0.4899    -0.4155        False       False        False       False
SMALL  2 1.0000 40      0.9982  29.2137     0.0868       0.6253     -0.4216     0.9538     0.4250    0.0685      0.4833    -0.4216        False       False        False       False
SMALL  3 1.0000 40      0.9982  29.3512     0.0837       0.6005     -0.4563     0.9174     0.4107    0.0657      0.4627    -0.4563        False       False        False       False
SMALL  0 1.0000 80      0.9945  22.0251     0.1028       0.7149     -0.3507     0.8955     0.6065    0.0914      0.6099    -0.3507        False       False        False       False
SMALL  1 1.0000 80      0.9945  22.1033     0.1024       0.6981     -0.4185     0.9446     0.5496    0.0857      0.5658    -0.4185        False       False        False       False
SMALL  2 1.0000 80      0.9945  22.1564     0.1013       0.6903     -0.4125     0.9197     0.5525    0.0872      0.5735    -0.4125        False       False        False       False
SMALL  3 1.0000 80      0.9945  22.2924     0.0935       0.6398     -0.4592     0.9134     0.4738    0.0745      0.5002    -0.4592        False       False        False       False

================================================================================================================
DELAY COST -- MaxDD(d) - MaxDD(0) in pp, and the Sharpe/CAGR legs
================================================================================================================
panel       g  N  d  mean_gross  turn_yr  dMaxDD_pp  dSharpe  dCAGR_pp  dMaxDD_OOS_pp  k4b_FULL_0  k4b_FULL_d  k4b_OOS_0  k4b_OOS_d
  U56 +0.5000  5  1     +0.5002 +15.6093    +1.3425  -0.0312   -0.1838        +1.3425       False       False      False      False
  U56 +0.5000  5  2     +0.5002 +15.6093    +0.0906  -0.0105   +0.0264        +0.0906       False       False      False      False
  U56 +0.5000  5  3     +0.5002 +15.6093    -0.0291  +0.0163   +0.2569        +0.6963       False       False      False      False
