panel,fold,wider,narrower,k_wider,k_narrower,MULTIPLE,INFLATION,SURVIVES,BAR_BELOW_ONE
U56,2025,H,GROSS,4,10,72.97260606930561,0.6689675565108749,True,True
U56,2025,H,CADENCE,4,2,1.3329131940476688,1.8245208391861245,False,False
U56,2025,CADENCE,GROSS,2,10,54.74670548327988,0.36665383159409975,True,True
U56,2026,N,H,6,4,1.5775847664521587,1.2310439679203555,True,False
U56,2026,N,GROSS,6,10,121.67171299418098,0.8235284751771321,True,True
U56,2026,N,CADENCE,6,2,1.8472110902045824,2.2460653734250635,False,False
U56,2026,H,GROSS,4,10,77.12530925853787,0.6689675565108749,True,True
U56,2026,H,CADENCE,4,2,1.1709108312187801,1.8245208391861245,False,False
U56,2026,CADENCE,GROSS,2,10,65.8677904433248,0.36665383159409975,True,True
B136,2013,N,H,6,4,1.1900014460129327,1.2310439679203555,False,False
B136,2013,N,GROSS,6,10,89.88805667053897,0.8235284751771321,True,True
B136,2013,N,CADENCE,6,2,9.239340992994887,2.2460653734250635,True,False
B136,2013,H,GROSS,4,10,75.5360902893912,0.6689675565108749,True,True
B136,2013,H,CADENCE,4,2,7.764142660457301,1.8245208391861245,True,False
B136,2013,CADENCE,GROSS,2,10,9.728838532822913,0.36665383159409975,True,True
B136,2014,N,H,6,4,1.7358336790682203,1.2310439679203555,True,False
B136,2014,N,GROSS,6,10,119.57169501373521,0.8235284751771321,True,True
B136,2014,N,CADENCE,6,2,4.652887591030374,2.2460653734250635,True,False
B136,2014,H,GROSS,4,10,68.88430409872,0.6689675565108749,True,True
B136,2014,H,CADENCE,4,2,2.6804915972871326,1.8245208391861245,True,False
B136,2014,CADENCE,GROSS,2,10,25.69838464274102,0.36665383159409975,True,True
B136,2015,N,H,6,4,1.6051543885794448,1.2310439679203555,True,False
B136,2015,N,GROSS,6,10,75.00622252656092,0.8235284751771321,True,True
B136,2015,N,CADENCE,6,2,2.8126901834488276,2.2460653734250635,True,False
B136,2015,H,GROSS,4,10,46.72835402016446,0.6689675565108749,True,True
B136,2015,H,CADENCE,4,2,1.7522863865687381,1.8245208391861245,False,False
B136,2015,CADENCE,GROSS,2,10,26.667075872036065,0.36665383159409975,True,True
B136,2016,N,H,6,4,2.711230542590509,1.2310439679203555,True,False
B136,2016,N,GROSS,6,10,61.04566627877364,0.8235284751771321,True,True
B136,2016,N,CADENCE,6,2,3.5095707370085503,2.2460653734250635,True,False
B136,2016,H,GROSS,4,10,22.51585223750324,0.6689675565108749,True,True
B136,2016,H,CADENCE,4,2,1.294456772257828,1.8245208391861245,False,False
B136,2016,CADENCE,GROSS,2,10,17.394054958073614,0.36665383159409975,True,True
B136,2017,N,H,6,4,1.5371425998015125,1.2310439679203555,True,False
B136,2017,N,GROSS,6,10,52.4911838795636,0.8235284751771321,True,True
B136,2017,N,CADENCE,6,2,3.8022189738818,2.2460653734250635,True,False
B136,2017,H,GROSS,4,10,34.14854541559232,0.6689675565108749,True,True
B136,2017,H,CADENCE,4,2,2.47356294358947,1.8245208391861245,True,False
B136,2017,CADENCE,GROSS,2,10,13.805407905261639,0.36665383159409975,True,True
B136,2018,N,H,6,4,1.3323757375264211,1.2310439679203555,True,False
B136,2018,N,GROSS,6,10,33.640236673220926,0.8235284751771321,True,True
B136,2018,N,CADENCE,6,2,3.6715621100246647,2.2460653734250635,True,False
B136,2018,H,GROSS,4,10,25.248310762303895,0.6689675565108749,True,True
B136,2018,H,CADENCE,4,2,2.755650682172421,1.8245208391861245,True,False
B136,2018,CADENCE,GROSS,2,10,9.162377120455396,0.36665383159409975,True,True
B136,2019,N,H,6,4,1.02002939627018,1.2310439679203555,False,False
B136,2019,N,GROSS,6,10,35.196470514320275,0.8235284751771321,True,True
B136,2019,N,CADENCE,6,2,4.195704412904946,2.2460653734250635,True,False
B136,2019,H,GROSS,4,10,34.50534920171812,0.6689675565108749,True,True
B136,2019,H,CADENCE,4,2,4.11331715364957,1.8245208391861245,True,False
B136,2019,CADENCE,GROSS,2,10,8.388691635679734,0.36665383159409975,True,True
B136,2020,N,GROSS,6,10,24.57585280712234,0.8235284751771321,True,True
B136,2020,N,CADENCE,6,2,3.583056053155783,2.2460653734250635,True,False
B136,2020,H,N,4,6,1.0043275777659475,0.8123186710295441,True,True
B136,2020,H,GROSS,4,10,24.682206721309644,0.6689675565108749,True,True
B136,2020,H,CADENCE,4,2,3.5985620068655635,1.8245208391861245,True,False
B136,2020,CADENCE,GROSS,2,10,6.858908273421265,0.36665383159409975,True,True
B136,2021,N,H,6,4,1.4145253674253893,1.2310439679203555,True,False
B136,2021,N,GROSS,6,10,52.53593629004155,0.8235284751771321,True,True
B136,2021,N,CADENCE,6,2,1.1514448675979674,2.2460653734250635,False,False
B136,2021,H,GROSS,4,10,37.140328126927436,0.6689675565108749,True,True
B136,2021,CADENCE,H,2,4,1.2284785900138102,0.5480891083963044,True,True
B136,2021,CADENCE,GROSS,2,10,45.62609793001807,0.36665383159409975,True,True
B136,2022,N,H,6,4,2.2279557154216407,1.2310439679203555,True,False
B136,2022,N,GROSS,6,10,54.817332250510994,0.8235284751771321,True,True
B136,2022,N,CADENCE,6,2,3.5786237879482914,2.2460653734250635,True,False
B136,2022,H,GROSS,4,10,24.604318600711867,0.6689675565108749,True,True
B136,2022,H,CADENCE,4,2,1.6062364988574456,1.8245208391861245,False,False
B136,2022,CADENCE,GROSS,2,10,15.317992473843987,0.36665383159409975,True,True
B136,2023,N,H,6,4,4.1250238049832095,1.2310439679203555,True,False
B136,2023,N,GROSS,6,10,40.207320703937015,0.8235284751771321,True,True
B136,2023,N,CADENCE,6,2,2.677454654784915,2.2460653734250635,True,False
B136,2023,H,GROSS,4,10,9.74717301155082,0.6689675565108749,True,True
B136,2023,CADENCE,H,2,4,1.5406512291856462,0.5480891083963044,True,True
B136,2023,CADENCE,GROSS,2,10,15.016994081330928,0.36665383159409975,True,True
B136,2024,N,H,6,4,2.624106981369951,1.2310439679203555,True,False
B136,2024,N,GROSS,6,10,57.372163780310906,0.8235284751771321,True,True
B136,2024,N,CADENCE,6,2,5.048514218398031,2.2460653734250635,True,False
B136,2024,H,GROSS,4,10,21.8635003022472,0.6689675565108749,True,True
B136,2024,H,CADENCE,4,2,1.923898017207509,1.8245208391861245,True,False
B136,2024,CADENCE,GROSS,2,10,11.364168010309369,0.36665383159409975,True,True
B136,2025,N,H,6,4,1.8953387970615925,1.2310439679203555,True,False
B136,2025,N,GROSS,6,10,41.80668541235747,0.8235284751771321,True,True
B136,2025,N,CADENCE,6,2,3.4445814145503424,2.2460653734250635,True,False
B136,2025,H,GROSS,4,10,22.057631847758184,0.6689675565108749,True,True
B136,2025,H,CADENCE,4,2,1.8173961404106709,1.8245208391861245,False,False
B136,2025,CADENCE,GROSS,2,10,12.136942165384975,0.36665383159409975,True,True
B136,2026,N,H,6,4,2.7601133403150317,1.2310439679203555,True,False
B136,2026,N,GROSS,6,10,44.337331499382934,0.8235284751771321,True,True
B136,2026,N,CADENCE,6,2,5.62473123120262,2.2460653734250635,True,False
B136,2026,H,GROSS,4,10,16.063590886569315,0.6689675565108749,True,True
B136,2026,H,CADENCE,4,2,2.0378624127662195,1.8245208391861245,True,False
B136,2026,CADENCE,GROSS,2,10,7.88256890452403,0.36665383159409975,True,True
SMALL,2013,N,GROSS,6,10,134.8214532640626,0.8235284751771321,True,True
SMALL,2013,N,CADENCE,6,2,1.0331168794205472,2.2460653734250635,False,False
SMALL,2013,H,N,4,6,1.1144640865515514,0.8123186710295441,True,True
SMALL,2013,H,GROSS,4,10,150.2536677594862,0.6689675565108749,True,True
SMALL,2013,H,CADENCE,4,2,1.1513716593244094,1.8245208391861245,False,False
SMALL,2013,CADENCE,GROSS,2,10,130.49971010025607,0.36665383159409975,True,True
SMALL,2014,N,H,6,4,1.2621341180585313,1.2310439679203555,True,False
SMALL,2014,N,GROSS,6,10,144.56686079059295,0.8235284751771321,True,True
SMALL,2014,N,CADENCE,6,2,7.378296326528208,2.2460653734250635,True,False
SMALL,2014,H,GROSS,4,10,114.54159959875886,0.6689675565108749,True,True
SMALL,2014,H,CADENCE,4,2,5.845889292556181,1.8245208391861245,True,False
SMALL,2014,CADENCE,GROSS,2,10,19.593528694532335,0.36665383159409975,True,True
SMALL,2015,N,H,6,4,1.9850895678704183,1.2310439679203555,True,False
SMALL,2015,N,GROSS,6,10,106.09569400814397,0.8235284751771321,True,True
SMALL,2015,N,CADENCE,6,2,33.22549959626312,2.2460653734250635,True,False
SMALL,2015,H,GROSS,4,10,53.44630072383194,0.6689675565108749,True,True
SMALL,2015,H,CADENCE,4,2,16.737531713446593,1.8245208391861245,True,False
SMALL,2015,CADENCE,GROSS,2,10,3.193200863714825,0.36665383159409975,True,True
SMALL,2016,N,H,6,4,1.8568983837938815,1.2310439679203555,True,False
SMALL,2016,N,GROSS,6,10,58.82460563670517,0.8235284751771321,True,True
SMALL,2016,N,CADENCE,6,2,6.875229175800493,2.2460653734250635,True,False
SMALL,2016,H,GROSS,4,10,31.67895785256647,0.6689675565108749,True,True
SMALL,2016,H,CADENCE,4,2,3.7025338789694664,1.8245208391861245,True,False
SMALL,2016,CADENCE,GROSS,2,10,8.556021062360607,0.36665383159409975,True,True
SMALL,2017,N,GROSS,6,10,108.96429604514113,0.8235284751771321,True,True
SMALL,2017,N,CADENCE,6,2,4.222796553835664,2.2460653734250635,True,False
SMALL,2017,H,N,4,6,1.4779324742769981,0.8123186710295441,True,True
SMALL,2017,H,GROSS,4,10,161.04187166184673,0.6689675565108749,True,True
SMALL,2017,H,CADENCE,4,2,6.241008159178723,1.8245208391861245,True,False
SMALL,2017,CADENCE,GROSS,2,10,25.803823285345423,0.36665383159409975,True,True
SMALL,2018,N,H,6,4,1.342341778609699,1.2310439679203555,True,False
SMALL,2018,N,GROSS,6,10,138.0119377079893,0.8235284751771321,True,True
SMALL,2018,N,CADENCE,6,2,9.089940376302318,2.2460653734250635,True,False
SMALL,2018,H,GROSS,4,10,102.81430549746588,0.6689675565108749,True,True
SMALL,2018,H,CADENCE,4,2,6.771703392646412,1.8245208391861245,True,False
SMALL,2018,CADENCE,GROSS,2,10,15.182931019854605,0.36665383159409975,True,True
SMALL,2019,N,H,6,4,1.282424028165459,1.2310439679203555,True,False
SMALL,2019,N,GROSS,6,10,256.3093171350004,0.8235284751771321,True,True
SMALL,2019,N,CADENCE,6,2,3.455478510126701,2.2460653734250635,True,False
SMALL,2019,H,GROSS,4,10,199.86315875698114,0.6689675565108749,True,True
SMALL,2019,H,CADENCE,4,2,2.6944898366181214,1.8245208391861245,True,False
SMALL,2019,CADENCE,GROSS,2,10,74.1747680918445,0.36665383159409975,True,True
SMALL,2020,N,H,6,4,1.1423230059736906,1.2310439679203555,False,False
SMALL,2020,N,GROSS,6,10,217.62314304676312,0.8235284751771321,True,True
SMALL,2020,N,CADENCE,6,2,3.9670564357797318,2.2460653734250635,True,False
SMALL,2020,H,GROSS,4,10,190.50928844881838,0.6689675565108749,True,True
SMALL,2020,H,CADENCE,4,2,3.4727974618687654,1.8245208391861245,True,False
SMALL,2020,CADENCE,GROSS,2,10,54.85758687070176,0.36665383159409975,True,True
SMALL,2021,N,H,6,4,1.0815406000654804,1.2310439679203555,False,False
SMALL,2021,N,GROSS,6,10,142.68786048255586,0.8235284751771321,True,True
SMALL,2021,N,CADENCE,6,2,4.458520692027393,2.2460653734250635,True,False
SMALL,2021,H,GROSS,4,10,131.93019335003882,0.6689675565108749,True,True
SMALL,2021,H,CADENCE,4,2,4.122379401898974,1.8245208391861245,True,False
SMALL,2021,CADENCE,GROSS,2,10,32.00340882968346,0.36665383159409975,True,True
SMALL,2022,N,H,6,4,1.0960195471215652,1.2310439679203555,False,False
SMALL,2022,N,GROSS,6,10,322.9014145378751,0.8235284751771321,True,True
SMALL,2022,N,CADENCE,6,2,28.26680622073701,2.2460653734250635,True,False
SMALL,2022,H,GROSS,4,10,294.61282454852096,0.6689675565108749,True,True
SMALL,2022,H,CADENCE,4,2,25.79042161699858,1.8245208391861245,True,False
SMALL,2022,CADENCE,GROSS,2,10,11.423342701553214,0.36665383159409975,True,True
SMALL,2023,N,H,6,4,1.0930594458212204,1.2310439679203555,False,False
SMALL,2023,N,GROSS,6,10,1191.9781177151083,0.8235284751771321,True,True
SMALL,2023,N,CADENCE,6,2,4.7525695466191475,2.2460653734250635,True,False
SMALL,2023,H,GROSS,4,10,1090.4970651615106,0.6689675565108749,True,True
SMALL,2023,H,CADENCE,4,2,4.347951581945775,1.8245208391861245,True,False
SMALL,2023,CADENCE,GROSS,2,10,250.80708572966594,0.36665383159409975,True,True
SMALL,2024,N,H,6,4,1.1523001534006994,1.2310439679203555,False,False
SMALL,2024,N,GROSS,6,10,2401.289969590665,0.8235284751771321,True,True
SMALL,2024,N,CADENCE,6,2,4.529067221720793,2.2460653734250635,True,False
SMALL,2024,H,GROSS,4,10,2083.9101361775515,0.6689675565108749,True,True
SMALL,2024,H,CADENCE,4,2,3.930457883177823,1.8245208391861245,True,False
SMALL,2024,CADENCE,GROSS,2,10,530.1952592079895,0.36665383159409975,True,True
SMALL,2025,N,H,6,4,1.0825675993615074,1.2310439679203555,False,False
SMALL,2025,N,GROSS,6,10,3770.4933543303882,0.8235284751771321,True,True
SMALL,2025,N,CADENCE,6,2,2.2047078692001905,2.2460653734250635,False,False
SMALL,2025,H,GROSS,4,10,3482.917239121331,0.6689675565108749,True,True
SMALL,2025,H,CADENCE,4,2,2.036554456738328,1.8245208391861245,True,False
SMALL,2025,CADENCE,GROSS,2,10,1710.200887384787,0.36665383159409975,True,True
SMALL,2026,N,H,6,4,1.0558709983885899,1.2310439679203555,False,False
SMALL,2026,N,GROSS,6,10,166.30239420348883,0.8235284751771321,True,True
SMALL,2026,N,CADENCE,6,2,2.3224959939307537,2.2460653734250635,True,False
SMALL,2026,H,GROSS,4,10,157.50256845513331,0.6689675565108749,True,True
SMALL,2026,H,CADENCE,4,2,2.199602032327069,1.8245208391861245,True,False
SMALL,2026,CADENCE,GROSS,2,10,71.6050295191369,0.36665383159409975,True,True
