book,CAGR,Sharpe,MaxDD,Vol,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_H1,OOS_H2,Ebar,turnover_yr,panel,target,lookback,sbar,s_at_cap,s_min,a_h1,a_h2,a_dd,pass4a,b_h1,b_h2,b_oos,b_dd,b_cagr,pass4b,o_h1,o_h2,o_sharpe,o_dd,o_cagr,pass4b_oos
vt t=0.08 L=21,0.08794754161902696,1.1372695577582776,-0.09458685897671126,0.07672398923316869,1.1528425716717385,1.1228679364169944,0.0748298000540204,0.9893660542253111,-0.09297201592681181,0.09887985013341316,1.2566528941948645,-0.09458685897671104,1.4242757532123538,1.083242718667035,0.6126394942044538,3.4608879590926516,U56,0.08,21,0.8712528018599347,0.4828905898244034,0.30176356813969113,False,False,True,False,True,True,True,True,False,False,True,True,True,True,False,False
vt t=0.08 L=42,0.09225637008741905,1.1698714172977904,-0.12062551435718927,0.07805449436906774,1.2176248967315502,1.1254628727899407,0.08155071460852525,1.0583292570935063,-0.08584980202263359,0.10115991306261884,1.2593364712897044,-0.12062551435718893,1.381567734473441,1.1310533099566786,0.6133550862496637,2.7513363889920246,U56,0.08,42,0.869591710506748,0.43426384511481314,0.37987135509168707,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False
vt t=0.08 L=63,0.09260394114545711,1.1705670317727332,-0.13042821899657675,0.07829587211395085,1.2493984193613041,1.0964907854296098,0.08474620140463163,1.09164897302563,-0.0831269522151199,0.09912329993947666,1.234010323668412,-0.1304282189965762,1.3552557925487292,1.1059079202548654,0.6135907141301047,2.459600842451634,U56,0.08,63,0.8690865247591193,0.3917154434939217,0.44272524209878195,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False
vt t=0.08 L=126,0.09359476527466604,1.1579317704691143,-0.14155426888804623,0.08005385757694872,1.272396992151711,1.0496327412605817,0.08951783666521984,1.121175880053514,-0.08537767764295445,0.09696655866095027,1.1875513697885576,-0.141554268888046,1.2479645187041744,1.123747910465139,0.6170230432774747,2.2201356736645512,U56,0.08,126,0.8701763412603233,0.36222422332282755,0.5233178585553453,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False
vt t=0.08 L=252,0.095813587690603,1.1779818149329926,-0.14648023640365726,0.08043911022142476,1.256953750386901,1.1058402649323988,0.0872881462284607,1.1030577837702562,-0.09046586801560841,0.10289074500233686,1.2375459056703961,-0.1464802364036576,1.3205463026716542,1.1492852247081344,0.6177801120712876,2.100428797698491,U56,0.08,252,0.8689573847261796,0.2719495722647456,0.5562191822468551,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False
vt t=0.1 L=21,0.0984207170867466,1.1448040378471647,-0.11754610532942755,0.0851916281625784,1.1716183324880631,1.121253755456027,0.08521657180566655,1.0207372070072007,-0.10413102153308418,0.10942466567101428,1.2436997405514296,-0.11754610532942766,1.389314260696078,1.0944180607969975,0.6661217755460631,3.013390362195556,U56,0.1,21,0.941531179171813,0.6909049977487618,0.37720446017461395,False,False,True,False,True,True,True,True,False,False,True,True,True,True,True,True
vt t=0.1 L=42,0.10382741964056796,1.1815317704112114,-0.1321653211392475,0.08681968674326199,1.2129422817120437,1.1542449984749743,0.09101686964608979,1.0683295283277878,-0.10032082468886527,0.11449926571025015,1.27145687562109,-0.1321653211392475,1.417307705000527,1.1225626052113242,0.6734496122975443,2.5795315548957753,U56,0.1,42,0.9497568539255095,0.6938316073840612,0.4748391938646088,False,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True
vt t=0.1 L=63,0.10510500529094524,1.1882079294582424,-0.1390594395615935,0.08734374341980619,1.245151970574632,1.1383956903396442,0.09433560122142892,1.1033478839853454,-0.09723804947906622,0.11406110178202433,1.2552514346170345,-0.13905943956159394,1.3913503471034168,1.115310301243037,0.6746881633982283,2.439850781050905,U56,0.1,63,0.9512451637420694,0.7181449797388564,0.5534065526234774,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True
vt t=0.1 L=126,0.10549114742356491,1.1725137324991357,-0.15357112053023958,0.0889309770620913,1.261543334483713,1.0944701937390064,0.09762154541739876,1.1234991777109025,-0.10211638898781328,0.11201990961331965,1.2113194038310153,-0.1535711205302399,1.2988364949324163,1.1197482480110974,0.6779362553818249,2.3138550449594923,U56,0.1,126,0.9533015971977775,0.7170193606483566,0.6541473231941816,True,False,False,False,True,True,True,True,False,False,True,True,True,True,True,True
vt t=0.1 L=252,0.10639377359745206,1.1747942077076328,-0.1591099085502411,0.08949721626341756,1.2381145172659036,1.1226896333510201,0.09447500835758804,1.0970138777860536,-0.10430165461966212,0.11631509378782257,1.2354716703985087,-0.15910990855024087,1.3231438596243315,1.1428003327639074,0.6795508474893532,2.281850679253379,U56,0.1,252,0.9559637179816111,0.6954074741107609,0.6952739778085688,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.12 L=21,0.10615474724413665,1.169434554303796,-0.13017260313289725,0.08974068019829476,1.199304798293336,1.1437471388046303,0.09324674724997029,1.0592001231052908,-0.10276361934449352,0.11690840589835094,1.257056261544273,-0.1301726031328969,1.397782037750539,1.1104351867878428,0.6922440792901114,2.6775551513646922,U56,0.12,21,0.9754736044194579,0.8532192705988294,0.45264535220953667,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.12 L=42,0.11019545189805391,1.1969892379116853,-0.13942647526783503,0.09080236901444216,1.2177862081851565,1.179825874963986,0.0964234770858845,1.081038653918085,-0.1045829281597882,0.12167668158300438,1.289088084598981,-0.13942647526783514,1.4474366889083479,1.123060962473767,0.6954074469226429,2.453661462987665,U56,0.12,42,0.9788494953227299,0.8703286807744259,0.5698070326375305,False,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.12 L=63,0.11113624495478236,1.193282308260103,-0.14776468065136594,0.0918769541195354,1.2326205208971321,1.1605048036202197,0.0983667216929851,1.0976146831184839,-0.10451849931720802,0.12177280228659204,1.268552827331179,-0.14776468065136605,1.402315367127642,1.1260367201256127,0.697826636167897,2.403407210397866,U56,0.12,63,0.9818809605892791,0.8604232327780279,0.6640878631481728,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.12 L=126,0.11118054662439869,1.1824017115570178,-0.15910990855024076,0.09283164492100764,1.241263681088324,1.1330868563921528,0.09987245550114543,1.1077837181119228,-0.10452268834000233,0.12058836644297966,1.2409704893480367,-0.15910990855024076,1.3406770529151755,1.1339729485802137,0.7002021125908818,2.3531582706594767,U56,0.12,126,0.9838071312829009,0.8660513282305268,0.75,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.12 L=252,0.11171359122885538,1.1908039679010958,-0.15910990855024076,0.09255848992987044,1.234490020188933,1.1576041600235574,0.09717475703036405,1.0976402314083338,-0.10452268834000233,0.12384165984100948,1.2629502854933825,-0.15910990855024065,1.3819691838952555,1.134022482722777,0.6988702206335818,2.327956854220236,U56,0.12,252,0.9819778789260966,0.8626744709590275,0.75,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.15 L=21,0.11341192664514677,1.2070674870147011,-0.13873483665504327,0.09257696803194086,1.2379007364166013,1.181185460067512,0.10051612922212283,1.105546400590666,-0.10452268834000233,0.12415455690439137,1.287488973545152,-0.13873483665504305,1.443418947412679,1.1206955225600934,0.7052895594477478,2.4512513059325807,U56,0.15,21,0.9923990728866299,0.9468707789284107,0.5658066902619209,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.15 L=42,0.1147462742272527,1.2057175906445772,-0.15092775863344288,0.09376685739736611,1.2398191166261077,1.1775857021593237,0.10172511138102092,1.1089914129099336,-0.10452268834000267,0.12559432475717935,1.2819757596704957,-0.15092775863344265,1.420653155687957,1.1315706220646502,0.7080336910761399,2.368579615285498,U56,0.15,42,0.9956541997840421,0.9556506078343089,0.7122587907969132,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.15 L=63,0.11438026548334146,1.1938261564876553,-0.15910990855024054,0.09448279505444385,1.23554811898069,1.1595819709831685,0.10163313318265721,1.104887184376507,-0.10452268834000178,0.12499764752454556,1.2636608559114888,-0.15910990855024087,1.3825900769789616,1.134022482722777,0.7090516069779056,2.35958856076183,U56,0.15,63,0.9974275495850176,0.9684826654660063,0.75,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.15 L=126,0.11530029089595395,1.2005790957628724,-0.15910990855024087,0.0946523949811268,1.2380541769629605,1.1705609723987727,0.10183723945021717,1.1074990978536996,-0.10452268834000356,0.12652052420570303,1.2734755031793088,-0.15910990855024065,1.4008386753281217,1.134022482722777,0.709414470247215,2.35031532755712,U56,0.15,126,0.9961775217585862,0.9792886087348042,0.75,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
vt t=0.15 L=252,0.11300365618103791,1.1911895527935994,-0.1591099085502411,0.09358270147973356,1.2203026307963232,1.171086845015704,0.09674742087924448,1.0838442288672336,-0.10452268834000289,0.1265835231142587,1.273957588508626,-0.15910990855024065,1.4017410180325858,1.134022482722777,0.7042695839886731,2.3379447254989487,U56,0.15,252,0.9891377757766772,0.9565511031067087,0.75,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True
