file,own_control,n_cells,survives,pairs,pairs_kept
2026-09-08_does-the-FREE-STRATUM-COUNT-generalise-as-a-null-power-certificate_cloud.grid.csv,False,294,0.47278911564625853,882,702
2026-09-08_does-the-FREE-STRATUM-COUNT-generalise-as-a-null-power-certificate_cloud.keep.csv,False,288,0.4756944444444444,864,688
2026-09-08_does-the-key-swap-survive-a-CONSTANT-count_cloud.keep.csv,True,16380,0.9394993894993895,49140,48148
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B.grid.csv,False,420,0.319047619047619,1260,868
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_cloud.grid.csv,False,378,0.5529100529100529,1134,890
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_cloud.keep.csv,False,252,0.4722222222222222,756,549
2026-09-08_does-turnover-level-predict-chooser-power_cloud.grid.csv,True,1617,0.5040197897340755,4767,3728
2026-09-08_ewall-beside-every-panel-claim_cloud.controls.csv,True,16,0.5625,48,36
2026-09-08_ewall-beside-every-panel-claim_cloud.keeppaths.csv,True,28,0.6923076923076923,82,65
2026-09-08_is-168c-s-k-CROSSING-a-SMOOTHING-artefact-end-to-end_cloud.grid.csv,False,198,0.696969696969697,198,138
2026-09-08_is-168c-s-k-CROSSING-a-SMOOTHING-artefact-end-to-end_cloud.walkforward.csv,False,36,0.6666666666666666,80,64
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C.grid.csv,False,777,0.5984555984555985,2289,1949
2026-09-08_is-every-published-max_vol-argmax-a-single-ranking-key-reading_cloud.grid.csv,False,24,0.20833333333333334,72,47
2026-09-08_is-selection-beats-do-nothing-just-a-rung-artefact_cloud.grid.csv,False,588,0.6037414965986394,1722,1475
2026-09-08_is-the-0-of-64-no-floor-result-a-LIQUIDITY-fact-or-a-SURVIVORSHIP-fact_C.grid.csv,True,2800,0.9257142857142857,2800,2592
2026-09-08_is-the-0-of-64-no-floor-result-a-LIQUIDITY-fact-or-a-SURVIVORSHIP-fact_C.verdicts.csv,True,33,0.5757575757575758,33,19
2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_B.walkforward.csv,True,3,0.5,8,6
2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_cloud.grid.csv,True,1188,0.9166666666666666,3564,3465
2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_cloud.keep.csv,True,528,0.9393939393939394,1584,1552
2026-09-08_make-PROTOCOL-quote-REGRET-instead-of-the-selection-MARGIN_cloud.livegrid.csv,False,192,0.40625,576,389
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud.walkforward.csv,True,38,0.6052631578947368,52,33
2026-09-08_price-ORACLE-OOS-as-the-headroom-column-beside-every-selector-kill_C.arms.csv,False,303,0.9403973509933775,314,296
2026-09-08_price-the-BOTH-PATHS-row-on-the-cost-rung-it-dies-on_C.walkforward.csv,False,7,1.0,7,7
2026-09-08_publish-EWall-beside-every-panel-claim_B.grid.csv,True,90,0.625,268,217
2026-09-08_publish-EWall-beside-every-panel-claim_B.walkforward.csv,True,4,0.5,8,6
2026-09-08_publish-the-EXACT-per-cell-means-beside-every-local-mean-reading_cloud.walkforward.csv,False,6,0.4,17,10
2026-09-08_publish-the-HALF-WINDOW-beside-every-published-crossing_C.walkforward.csv,False,6,0.2,17,9
2026-09-08_re-read-single-rung-argmaxes-on-V1C-shaped-books_B.grid.csv,True,645,0.7627906976744186,825,650
2026-09-08_re-read-the-195-base-controlled-instances-against-their-OWN-unselected-arm_C.livegrid.csv,False,192,0.40625,576,389
2026-09-08_re-state-every-IS-DRAWDOWN-BAR-as-a-RANK-or-scale-it-by-1.5_cloud.sweep.csv.gz,False,1725,0.21391304347826087,3773,1825
2026-09-08_selector-comparison-needs-more-cells_B.keeppaths.csv,True,78,0.4025974025974026,117,54
2026-09-08_selector-comparison-needs-more-cells_B.picks.csv,True,29,0.5172413793103449,41,23
2026-09-08_selector-comparison-needs-more-cells_B.walkforward.csv,True,29,0.5172413793103449,41,23
2026-09-08_the-013-margin-rule_B.arms.csv,False,186,0.6236559139784946,558,470
2026-09-08_the-013-margin-rule_B.books.csv,False,12,0.75,36,33
2026-09-08_the-013-margin-rule_B.keeppaths.csv,False,186,0.6236559139784946,558,470
2026-09-08_the-013-margin-rule_cloud.keeppaths.csv,False,20,0.95,20,19
2026-09-08_the-013-margin-rule_cloud.livegrid.csv,False,192,0.40625,576,389
2026-09-08_the-013-margin-rule_cloud.walkforward.csv,False,20,0.95,20,19
2026-09-08_the-dg-reachability-ceiling_cloud.grid.csv,False,264,0.7348484848484849,792,705
2026-09-08_the-gap-vs-tilt-rule-as-a-leaderboard-column_B.grid.csv,False,588,0.532312925170068,1722,1428
2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C.grid.csv,True,8,0.5,8,4
2026-09-08_the-mid-tercile-band_cloud.keeppaths.csv,False,36,0.7352941176470589,106,93
2026-09-08_the-one-corner-three-books-audit_C.quotes.csv.gz,False,827,0.7484885126964933,1897,1605
2026-09-08_the-one-corner-three-books-audit_C.refs.csv,False,9,0.0,24,9
2026-09-08_the-pool-mean-as-a-leaderboard-column_B.picks.csv,False,32,0.28125,70,30
2026-09-08_the-pool-mean-as-a-leaderboard-column_B.reproduction.csv,False,3,,0,0
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud.livegrid.csv,False,192,0.40625,576,389
