panel,m,rule,constr,cost,year,ret
u56,0.53,FIX,norm,10.0,2024,0.22306576314385285
u56,0.53,FIX,norm,10.0,2025,0.1388048620424025
u56,0.53,FIX,norm,10.0,2026,0.12466373036578804
u56,0.53,FIX,norm,25.0,2009,0.13427510438749923
u56,0.53,FIX,norm,25.0,2010,0.06597228100847397
u56,0.53,FIX,norm,25.0,2011,-0.009304295449071853
u56,0.53,FIX,norm,25.0,2012,0.046112963783760064
u56,0.53,FIX,norm,25.0,2013,0.2736020268149577
u56,0.53,FIX,norm,25.0,2014,0.06696778194654618
u56,0.53,FIX,norm,25.0,2015,0.09215629243461687
u56,0.53,FIX,norm,25.0,2016,0.06948220909093838
u56,0.53,FIX,norm,25.0,2017,0.1682271490107763
u56,0.53,FIX,norm,25.0,2018,0.042079499018593536
u56,0.53,FIX,norm,25.0,2019,0.15749619734933118
u56,0.53,FIX,norm,25.0,2020,0.14005308733836785
u56,0.53,FIX,norm,25.0,2021,0.20351617343701633
u56,0.53,FIX,norm,25.0,2022,-0.11458256079445328
u56,0.53,FIX,norm,25.0,2023,0.2213564230338423
u56,0.53,FIX,norm,25.0,2024,0.20338258134440412
u56,0.53,FIX,norm,25.0,2025,0.11978748655617188
u56,0.53,FIX,norm,25.0,2026,0.11175703629919576
u56,0.53,FIXIS,lit,10.0,2009,0.15822526886195076
u56,0.53,FIXIS,lit,10.0,2010,0.08061286676577728
u56,0.53,FIXIS,lit,10.0,2011,-0.004831149674598634
u56,0.53,FIXIS,lit,10.0,2012,0.06190044534852812
u56,0.53,FIXIS,lit,10.0,2013,0.2845969293434174
u56,0.53,FIXIS,lit,10.0,2014,0.09723836224574867
u56,0.53,FIXIS,lit,10.0,2015,0.09624738040486491
u56,0.53,FIXIS,lit,10.0,2016,0.08627083672788638
u56,0.53,FIXIS,lit,10.0,2017,0.17968615804925614
u56,0.53,FIXIS,lit,10.0,2018,0.04797999789732832
u56,0.53,FIXIS,lit,10.0,2019,0.17269155685691917
u56,0.53,FIXIS,lit,10.0,2020,0.159103944418028
u56,0.53,FIXIS,lit,10.0,2021,0.20896111481456292
u56,0.53,FIXIS,lit,10.0,2022,-0.09198259875119608
u56,0.53,FIXIS,lit,10.0,2023,0.23810774424230075
u56,0.53,FIXIS,lit,10.0,2024,0.21433586633594381
u56,0.53,FIXIS,lit,10.0,2025,0.14197807102334026
u56,0.53,FIXIS,lit,10.0,2026,0.12124031335962204
u56,0.53,FIXIS,lit,25.0,2009,0.1422975914738145
u56,0.53,FIXIS,lit,25.0,2010,0.0614954191843744
u56,0.53,FIXIS,lit,25.0,2011,-0.02140856137258118
u56,0.53,FIXIS,lit,25.0,2012,0.04562428974807409
u56,0.53,FIXIS,lit,25.0,2013,0.26901669041100296
u56,0.53,FIXIS,lit,25.0,2014,0.08115173551270294
u56,0.53,FIXIS,lit,25.0,2015,0.08173396603647998
u56,0.53,FIXIS,lit,25.0,2016,0.06749375171483751
u56,0.53,FIXIS,lit,25.0,2017,0.16604968979434065
u56,0.53,FIXIS,lit,25.0,2018,0.033556367418574595
u56,0.53,FIXIS,lit,25.0,2019,0.1547393336633387
u56,0.53,FIXIS,lit,25.0,2020,0.14007456804727147
u56,0.53,FIXIS,lit,25.0,2021,0.19048434454149654
u56,0.53,FIXIS,lit,25.0,2022,-0.10362629141185709
u56,0.53,FIXIS,lit,25.0,2023,0.2197872769221605
u56,0.53,FIXIS,lit,25.0,2024,0.1935034589639315
u56,0.53,FIXIS,lit,25.0,2025,0.12445566236016914
u56,0.53,FIXIS,lit,25.0,2026,0.10890461559302711
u56,0.53,FIXIS,norm,10.0,2009,0.1485512494202219
u56,0.53,FIXIS,norm,10.0,2010,0.08596355228749575
u56,0.53,FIXIS,norm,10.0,2011,0.002501089820649005
u56,0.53,FIXIS,norm,10.0,2012,0.06016233549399952
u56,0.53,FIXIS,norm,10.0,2013,0.285140128488482
u56,0.53,FIXIS,norm,10.0,2014,0.0950416562127776
u56,0.53,FIXIS,norm,10.0,2015,0.10020787014624832
u56,0.53,FIXIS,norm,10.0,2016,0.08590725924769305
u56,0.53,FIXIS,norm,10.0,2017,0.18211786643182304
u56,0.53,FIXIS,norm,10.0,2018,0.05400228057909473
u56,0.53,FIXIS,norm,10.0,2019,0.16933003574717564
u56,0.53,FIXIS,norm,10.0,2020,0.17044607510944343
u56,0.53,FIXIS,norm,10.0,2021,0.2104796838826446
u56,0.53,FIXIS,norm,10.0,2022,-0.090498057638568
u56,0.53,FIXIS,norm,10.0,2023,0.24010184880557173
u56,0.53,FIXIS,norm,10.0,2024,0.2160708431995435
u56,0.53,FIXIS,norm,10.0,2025,0.14490530884519326
u56,0.53,FIXIS,norm,10.0,2026,0.12118071963391608
u56,0.53,FIXIS,norm,25.0,2009,0.12818399683004977
u56,0.53,FIXIS,norm,25.0,2010,0.06588333562616455
u56,0.53,FIXIS,norm,25.0,2011,-0.016562230495509755
u56,0.53,FIXIS,norm,25.0,2012,0.04336882645992057
u56,0.53,FIXIS,norm,25.0,2013,0.2686926868321329
u56,0.53,FIXIS,norm,25.0,2014,0.07775093241557118
u56,0.53,FIXIS,norm,25.0,2015,0.08362970003043957
u56,0.53,FIXIS,norm,25.0,2016,0.06543257957556659
u56,0.53,FIXIS,norm,25.0,2017,0.1679301592827116
u56,0.53,FIXIS,norm,25.0,2018,0.03688386343490113
u56,0.53,FIXIS,norm,25.0,2019,0.14983722299493296
u56,0.53,FIXIS,norm,25.0,2020,0.146148297258474
u56,0.53,FIXIS,norm,25.0,2021,0.19186401040715872
u56,0.53,FIXIS,norm,25.0,2022,-0.11147598701373373
u56,0.53,FIXIS,norm,25.0,2023,0.22133758108707347
u56,0.53,FIXIS,norm,25.0,2024,0.19457556152523847
u56,0.53,FIXIS,norm,25.0,2025,0.12567695468238171
u56,0.53,FIXIS,norm,25.0,2026,0.10833246385314532
u56,0.53,ADAPT,lit,10.0,2009,0.19049352771118455
u56,0.53,ADAPT,lit,10.0,2010,0.0825861407312356
u56,0.53,ADAPT,lit,10.0,2011,-0.03092978260581991
u56,0.53,ADAPT,lit,10.0,2012,0.04920107304061072
u56,0.53,ADAPT,lit,10.0,2013,0.277450051628221
u56,0.53,ADAPT,lit,10.0,2014,0.10128185001813117
u56,0.53,ADAPT,lit,10.0,2015,0.1278048435902288
u56,0.53,ADAPT,lit,10.0,2016,0.04472728575870066
u56,0.53,ADAPT,lit,10.0,2017,0.1792895358878659
u56,0.53,ADAPT,lit,10.0,2018,0.059234558842190754
u56,0.53,ADAPT,lit,10.0,2019,0.16678910023329108
u56,0.53,ADAPT,lit,10.0,2020,0.21190527447240703
u56,0.53,ADAPT,lit,10.0,2021,0.23439358403622768
u56,0.53,ADAPT,lit,10.0,2022,-0.05803812262015129
u56,0.53,ADAPT,lit,10.0,2023,0.1981283148762889
u56,0.53,ADAPT,lit,10.0,2024,0.2127948288849042
u56,0.53,ADAPT,lit,10.0,2025,0.19837047250037454
u56,0.53,ADAPT,lit,10.0,2026,0.10929433401484223
u56,0.53,ADAPT,lit,25.0,2009,0.16346348453382942
u56,0.53,ADAPT,lit,25.0,2010,0.0586616646298912
u56,0.53,ADAPT,lit,25.0,2011,-0.05309457094070613
u56,0.53,ADAPT,lit,25.0,2012,0.02914964265643527
u56,0.53,ADAPT,lit,25.0,2013,0.25916549444343784
u56,0.53,ADAPT,lit,25.0,2014,0.08581015726830588
u56,0.53,ADAPT,lit,25.0,2015,0.10786308865114402
u56,0.53,ADAPT,lit,25.0,2016,0.022443575748764655
u56,0.53,ADAPT,lit,25.0,2017,0.16472707869362324
u56,0.53,ADAPT,lit,25.0,2018,0.03900696561852546
u56,0.53,ADAPT,lit,25.0,2019,0.14342006293330645
u56,0.53,ADAPT,lit,25.0,2020,0.18597023735286378
u56,0.53,ADAPT,lit,25.0,2021,0.2180826385608925
u56,0.53,ADAPT,lit,25.0,2022,-0.08839455249604944
u56,0.53,ADAPT,lit,25.0,2023,0.1754094386457261
u56,0.53,ADAPT,lit,25.0,2024,0.1962494682936251
u56,0.53,ADAPT,lit,25.0,2025,0.17772586383014
u56,0.53,ADAPT,lit,25.0,2026,0.09536545324184398
u56,0.53,ADAPT,norm,10.0,2009,0.1968276465219374
u56,0.53,ADAPT,norm,10.0,2010,0.0812880756242067
u56,0.53,ADAPT,norm,10.0,2011,-0.03339416892678093
u56,0.53,ADAPT,norm,10.0,2012,0.05001587642229821
u56,0.53,ADAPT,norm,10.0,2013,0.27866037799218946
u56,0.53,ADAPT,norm,10.0,2014,0.1015821671777406
u56,0.53,ADAPT,norm,10.0,2015,0.13293018734211492
u56,0.53,ADAPT,norm,10.0,2016,0.04621850502040936
u56,0.53,ADAPT,norm,10.0,2017,0.18003745561229656
u56,0.53,ADAPT,norm,10.0,2018,0.056725707017939664
u56,0.53,ADAPT,norm,10.0,2019,0.16768461005689184
u56,0.53,ADAPT,norm,10.0,2020,0.21225283707564824
u56,0.53,ADAPT,norm,10.0,2021,0.2358762246114392
u56,0.53,ADAPT,norm,10.0,2022,-0.040346412002710275
u56,0.53,ADAPT,norm,10.0,2023,0.19798011716730612
u56,0.53,ADAPT,norm,10.0,2024,0.21065418185549767
u56,0.53,ADAPT,norm,10.0,2025,0.19475844380782714
u56,0.53,ADAPT,norm,10.0,2026,0.11137909990157735
u56,0.53,ADAPT,norm,25.0,2009,0.16866788098035945
u56,0.53,ADAPT,norm,25.0,2010,0.0573345690565461
u56,0.53,ADAPT,norm,25.0,2011,-0.05550247961012722
u56,0.53,ADAPT,norm,25.0,2012,0.02973365598373512
u56,0.53,ADAPT,norm,25.0,2013,0.2598995097701642
u56,0.53,ADAPT,norm,25.0,2014,0.08590118603277141
u56,0.53,ADAPT,norm,25.0,2015,0.11242173474714723
u56,0.53,ADAPT,norm,25.0,2016,0.023634529230766033
u56,0.53,ADAPT,norm,25.0,2017,0.16540218669125406
u56,0.53,ADAPT,norm,25.0,2018,0.036152959303787036
u56,0.53,ADAPT,norm,25.0,2019,0.1441367572096317
u56,0.53,ADAPT,norm,25.0,2020,0.1858924579226502
u56,0.53,ADAPT,norm,25.0,2021,0.21936827003598958
u56,0.53,ADAPT,norm,25.0,2022,-0.07218475979312788
u56,0.53,ADAPT,norm,25.0,2023,0.17518552432549894
u56,0.53,ADAPT,norm,25.0,2024,0.1938301254487882
u56,0.53,ADAPT,norm,25.0,2025,0.17376207682964662
u56,0.53,ADAPT,norm,25.0,2026,0.09735046045479501
u56,0.53,ADAPT63,lit,10.0,2009,0.164551454588185
u56,0.53,ADAPT63,lit,10.0,2010,0.09023926526955228
u56,0.53,ADAPT63,lit,10.0,2011,0.004525648295747864
u56,0.53,ADAPT63,lit,10.0,2012,0.05518826219537032
u56,0.53,ADAPT63,lit,10.0,2013,0.28941632245044735
u56,0.53,ADAPT63,lit,10.0,2014,0.08771101863281205
u56,0.53,ADAPT63,lit,10.0,2015,0.11854398118027953
u56,0.53,ADAPT63,lit,10.0,2016,0.10065430933051989
u56,0.53,ADAPT63,lit,10.0,2017,0.18210422296727535
u56,0.53,ADAPT63,lit,10.0,2018,0.02967246011908764
u56,0.53,ADAPT63,lit,10.0,2019,0.17077042075891846
u56,0.53,ADAPT63,lit,10.0,2020,0.189442025311787
u56,0.53,ADAPT63,lit,10.0,2021,0.22882526441471063
u56,0.53,ADAPT63,lit,10.0,2022,-0.08500062431272726
u56,0.53,ADAPT63,lit,10.0,2023,0.23396806563289974
u56,0.53,ADAPT63,lit,10.0,2024,0.2218067969758153
u56,0.53,ADAPT63,lit,10.0,2025,0.11625985669874894
u56,0.53,ADAPT63,lit,10.0,2026,0.11212219261926593
u56,0.53,ADAPT63,lit,25.0,2009,0.13599496376876408
u56,0.53,ADAPT63,lit,25.0,2010,0.07065970887992679
u56,0.53,ADAPT63,lit,25.0,2011,-0.012312242830093467
u56,0.53,ADAPT63,lit,25.0,2012,0.03750754250463251
u56,0.53,ADAPT63,lit,25.0,2013,0.27388937146756787
u56,0.53,ADAPT63,lit,25.0,2014,0.07393061347122454
u56,0.53,ADAPT63,lit,25.0,2015,0.10157307111412517
u56,0.53,ADAPT63,lit,25.0,2016,0.07919041837251739
u56,0.53,ADAPT63,lit,25.0,2017,0.1695929404361871
u56,0.53,ADAPT63,lit,25.0,2018,0.01574486303087297
u56,0.53,ADAPT63,lit,25.0,2019,0.14940915517880016
u56,0.53,ADAPT63,lit,25.0,2020,0.17054634285072257
u56,0.53,ADAPT63,lit,25.0,2021,0.21394652538869718
u56,0.53,ADAPT63,lit,25.0,2022,-0.10373784438641787
u56,0.53,ADAPT63,lit,25.0,2023,0.21655069942229255
u56,0.53,ADAPT63,lit,25.0,2024,0.20790396914568476
u56,0.53,ADAPT63,lit,25.0,2025,0.09919477067481486
u56,0.53,ADAPT63,lit,25.0,2026,0.10038291289167378
u56,0.53,ADAPT63,norm,10.0,2009,0.15613994980958346
u56,0.53,ADAPT63,norm,10.0,2010,0.09503296969718322
u56,0.53,ADAPT63,norm,10.0,2011,0.0035527584170593762
u56,0.53,ADAPT63,norm,10.0,2012,0.05499227862779077
u56,0.53,ADAPT63,norm,10.0,2013,0.2912515795932189
u56,0.53,ADAPT63,norm,10.0,2014,0.08696863151844414
u56,0.53,ADAPT63,norm,10.0,2015,0.11905836517466284
u56,0.53,ADAPT63,norm,10.0,2016,0.10073026778383998
u56,0.53,ADAPT63,norm,10.0,2017,0.18111208006739998
u56,0.53,ADAPT63,norm,10.0,2018,0.03918658588999957
u56,0.53,ADAPT63,norm,10.0,2019,0.16963079998458563
u56,0.53,ADAPT63,norm,10.0,2020,0.2048699652110657
u56,0.53,ADAPT63,norm,10.0,2021,0.2295631918067389
u56,0.53,ADAPT63,norm,10.0,2022,-0.07843884317736727
u56,0.53,ADAPT63,norm,10.0,2023,0.2318274947504808
u56,0.53,ADAPT63,norm,10.0,2024,0.22478580369536139
u56,0.53,ADAPT63,norm,10.0,2025,0.12117360099913332
u56,0.53,ADAPT63,norm,10.0,2026,0.11106522305988298
u56,0.53,ADAPT63,norm,25.0,2009,0.12635410865947638
u56,0.53,ADAPT63,norm,25.0,2010,0.07453682165533015
u56,0.53,ADAPT63,norm,25.0,2011,-0.01427641048037076
u56,0.53,ADAPT63,norm,25.0,2012,0.0371990682153005
u56,0.53,ADAPT63,norm,25.0,2013,0.27503459760509563
u56,0.53,ADAPT63,norm,25.0,2014,0.07245385501169199
u56,0.53,ADAPT63,norm,25.0,2015,0.10153704151371823
u56,0.53,ADAPT63,norm,25.0,2016,0.07914848337479219
u56,0.53,ADAPT63,norm,25.0,2017,0.16818938219278423
u56,0.53,ADAPT63,norm,25.0,2018,0.023865861847976566
u56,0.53,ADAPT63,norm,25.0,2019,0.14787833457751853
u56,0.53,ADAPT63,norm,25.0,2020,0.18089829128831014
u56,0.53,ADAPT63,norm,25.0,2021,0.21452406696085902
u56,0.53,ADAPT63,norm,25.0,2022,-0.09947266681689837
u56,0.53,ADAPT63,norm,25.0,2023,0.2140896667242722
u56,0.53,ADAPT63,norm,25.0,2024,0.21052231768119678
u56,0.53,ADAPT63,norm,25.0,2025,0.10236604751049705
u56,0.53,ADAPT63,norm,25.0,2026,0.09899025941881523
broad,0.53,FIX,lit,10.0,2009,0.1587024162485271
broad,0.53,FIX,lit,10.0,2010,0.11264386224631706
broad,0.53,FIX,lit,10.0,2011,0.012370380849044293
broad,0.53,FIX,lit,10.0,2012,0.07622621731774104
broad,0.53,FIX,lit,10.0,2013,0.3252003824774987
broad,0.53,FIX,lit,10.0,2014,0.10356162300845506
broad,0.53,FIX,lit,10.0,2015,0.04922620932451949
broad,0.53,FIX,lit,10.0,2016,0.0916050452323498
broad,0.53,FIX,lit,10.0,2017,0.2160558092708833
broad,0.53,FIX,lit,10.0,2018,0.012212874471453139
broad,0.53,FIX,lit,10.0,2019,0.17106751965321876
broad,0.53,FIX,lit,10.0,2020,0.11501927423834402
broad,0.53,FIX,lit,10.0,2021,0.184440311410226
broad,0.53,FIX,lit,10.0,2022,-0.10960734224780888
broad,0.53,FIX,lit,10.0,2023,0.1833796320080865
broad,0.53,FIX,lit,10.0,2024,0.16101919616991722
broad,0.53,FIX,lit,10.0,2025,0.13640527752416087
broad,0.53,FIX,lit,10.0,2026,0.1281891129471402
broad,0.53,FIX,lit,25.0,2009,0.14307586129098704
broad,0.53,FIX,lit,25.0,2010,0.09565474509950622
broad,0.53,FIX,lit,25.0,2011,-0.0020701722927457533
broad,0.53,FIX,lit,25.0,2012,0.0611261169570283
broad,0.53,FIX,lit,25.0,2013,0.30903161598389817
broad,0.53,FIX,lit,25.0,2014,0.08745777469925908
broad,0.53,FIX,lit,25.0,2015,0.03606218292612584
broad,0.53,FIX,lit,25.0,2016,0.07464825758534177
broad,0.53,FIX,lit,25.0,2017,0.20050841524158525
broad,0.53,FIX,lit,25.0,2018,-0.001560957396860907
broad,0.53,FIX,lit,25.0,2019,0.155373434246582
broad,0.53,FIX,lit,25.0,2020,0.09837271537515968
broad,0.53,FIX,lit,25.0,2021,0.16723142309712857
broad,0.53,FIX,lit,25.0,2022,-0.12195012090289259
broad,0.53,FIX,lit,25.0,2023,0.16757686475813816
broad,0.53,FIX,lit,25.0,2024,0.1449809624565046
broad,0.53,FIX,lit,25.0,2025,0.12157303145646203
broad,0.53,FIX,lit,25.0,2026,0.1166011972798715
broad,0.53,FIX,norm,10.0,2009,0.14363084687322436
broad,0.53,FIX,norm,10.0,2010,0.12646458661471316
broad,0.53,FIX,norm,10.0,2011,0.028447252538885692
broad,0.53,FIX,norm,10.0,2012,0.07605026367007839
broad,0.53,FIX,norm,10.0,2013,0.3252003824774987
broad,0.53,FIX,norm,10.0,2014,0.10412092686830765
broad,0.53,FIX,norm,10.0,2015,0.054079254907355434
broad,0.53,FIX,norm,10.0,2016,0.09860021034420297
broad,0.53,FIX,norm,10.0,2017,0.21608210483179113
broad,0.53,FIX,norm,10.0,2018,0.01728418697753309
broad,0.53,FIX,norm,10.0,2019,0.1729904378959113
broad,0.53,FIX,norm,10.0,2020,0.09118579733028787
broad,0.53,FIX,norm,10.0,2021,0.184811148788518
broad,0.53,FIX,norm,10.0,2022,-0.08814340692876077
broad,0.53,FIX,norm,10.0,2023,0.18490743268043675
broad,0.53,FIX,norm,10.0,2024,0.1610034235064155
broad,0.53,FIX,norm,10.0,2025,0.14256077030866554
broad,0.53,FIX,norm,10.0,2026,0.12814520341264557
broad,0.53,FIX,norm,25.0,2009,0.12042973814669988
broad,0.53,FIX,norm,25.0,2010,0.10797736345875464
broad,0.53,FIX,norm,25.0,2011,0.010544961062529667
broad,0.53,FIX,norm,25.0,2012,0.06087845963794547
broad,0.53,FIX,norm,25.0,2013,0.30903161598389817
broad,0.53,FIX,norm,25.0,2014,0.08776782866384059
broad,0.53,FIX,norm,25.0,2015,0.039398231259775374
broad,0.53,FIX,norm,25.0,2016,0.07986850463772299
broad,0.53,FIX,norm,25.0,2017,0.20031819475245305
broad,0.53,FIX,norm,25.0,2018,0.0018856765584995827
broad,0.53,FIX,norm,25.0,2019,0.1565877751461331
broad,0.53,FIX,norm,25.0,2020,0.06843932043808798
broad,0.53,FIX,norm,25.0,2021,0.1675819163268677
broad,0.53,FIX,norm,25.0,2022,-0.10832339151647918
broad,0.53,FIX,norm,25.0,2023,0.16891511263779102
broad,0.53,FIX,norm,25.0,2024,0.1448216749969311
broad,0.53,FIX,norm,25.0,2025,0.12660892031390936
broad,0.53,FIX,norm,25.0,2026,0.11645260073279728
broad,0.53,FIXIS,lit,10.0,2009,0.1587024162485271
broad,0.53,FIXIS,lit,10.0,2010,0.11264386224631706
broad,0.53,FIXIS,lit,10.0,2011,0.012370380849044293
broad,0.53,FIXIS,lit,10.0,2012,0.07622621731774104
broad,0.53,FIXIS,lit,10.0,2013,0.3252003824774987
broad,0.53,FIXIS,lit,10.0,2014,0.10356162300845506
broad,0.53,FIXIS,lit,10.0,2015,0.04922620932451949
broad,0.53,FIXIS,lit,10.0,2016,0.0916050452323498
broad,0.53,FIXIS,lit,10.0,2017,0.2160558092708833
broad,0.53,FIXIS,lit,10.0,2018,0.012212874471453139
broad,0.53,FIXIS,lit,10.0,2019,0.17106751965321876
broad,0.53,FIXIS,lit,10.0,2020,0.11501927423834402
broad,0.53,FIXIS,lit,10.0,2021,0.184440311410226
broad,0.53,FIXIS,lit,10.0,2022,-0.10960734224780888
broad,0.53,FIXIS,lit,10.0,2023,0.1833796320080865
broad,0.53,FIXIS,lit,10.0,2024,0.16101919616991722
broad,0.53,FIXIS,lit,10.0,2025,0.13640527752416087
broad,0.53,FIXIS,lit,10.0,2026,0.1281891129471402
broad,0.53,FIXIS,lit,25.0,2009,0.14307586129098704
broad,0.53,FIXIS,lit,25.0,2010,0.09565474509950622
broad,0.53,FIXIS,lit,25.0,2011,-0.0020701722927457533
broad,0.53,FIXIS,lit,25.0,2012,0.0611261169570283
broad,0.53,FIXIS,lit,25.0,2013,0.30903161598389817
broad,0.53,FIXIS,lit,25.0,2014,0.08745777469925908
broad,0.53,FIXIS,lit,25.0,2015,0.03606218292612584
broad,0.53,FIXIS,lit,25.0,2016,0.07464825758534177
broad,0.53,FIXIS,lit,25.0,2017,0.20050841524158525
broad,0.53,FIXIS,lit,25.0,2018,-0.001560957396860907
broad,0.53,FIXIS,lit,25.0,2019,0.155373434246582
broad,0.53,FIXIS,lit,25.0,2020,0.09837271537515968
broad,0.53,FIXIS,lit,25.0,2021,0.16723142309712857
broad,0.53,FIXIS,lit,25.0,2022,-0.12195012090289259
broad,0.53,FIXIS,lit,25.0,2023,0.16757686475813816
broad,0.53,FIXIS,lit,25.0,2024,0.1449809624565046
broad,0.53,FIXIS,lit,25.0,2025,0.12157303145646203
broad,0.53,FIXIS,lit,25.0,2026,0.1166011972798715
broad,0.53,FIXIS,norm,10.0,2009,0.14363084687322436
broad,0.53,FIXIS,norm,10.0,2010,0.12646458661471316
broad,0.53,FIXIS,norm,10.0,2011,0.028447252538885692
broad,0.53,FIXIS,norm,10.0,2012,0.07605026367007839
broad,0.53,FIXIS,norm,10.0,2013,0.3252003824774987
broad,0.53,FIXIS,norm,10.0,2014,0.10412092686830765
broad,0.53,FIXIS,norm,10.0,2015,0.054079254907355434
broad,0.53,FIXIS,norm,10.0,2016,0.09860021034420297
broad,0.53,FIXIS,norm,10.0,2017,0.21608210483179113
broad,0.53,FIXIS,norm,10.0,2018,0.01728418697753309
broad,0.53,FIXIS,norm,10.0,2019,0.1729904378959113
broad,0.53,FIXIS,norm,10.0,2020,0.09118579733028787
broad,0.53,FIXIS,norm,10.0,2021,0.184811148788518
broad,0.53,FIXIS,norm,10.0,2022,-0.08814340692876077
broad,0.53,FIXIS,norm,10.0,2023,0.18490743268043675
broad,0.53,FIXIS,norm,10.0,2024,0.1610034235064155
broad,0.53,FIXIS,norm,10.0,2025,0.14256077030866554
broad,0.53,FIXIS,norm,10.0,2026,0.12814520341264557
broad,0.53,FIXIS,norm,25.0,2009,0.12042973814669988
broad,0.53,FIXIS,norm,25.0,2010,0.10797736345875464
broad,0.53,FIXIS,norm,25.0,2011,0.010544961062529667
broad,0.53,FIXIS,norm,25.0,2012,0.06087845963794547
broad,0.53,FIXIS,norm,25.0,2013,0.30903161598389817
broad,0.53,FIXIS,norm,25.0,2014,0.08776782866384059
broad,0.53,FIXIS,norm,25.0,2015,0.039398231259775374
broad,0.53,FIXIS,norm,25.0,2016,0.07986850463772299
broad,0.53,FIXIS,norm,25.0,2017,0.20031819475245305
broad,0.53,FIXIS,norm,25.0,2018,0.0018856765584995827
broad,0.53,FIXIS,norm,25.0,2019,0.1565877751461331
broad,0.53,FIXIS,norm,25.0,2020,0.06843932043808798
broad,0.53,FIXIS,norm,25.0,2021,0.1675819163268677
broad,0.53,FIXIS,norm,25.0,2022,-0.10832339151647918
broad,0.53,FIXIS,norm,25.0,2023,0.16891511263779102
broad,0.53,FIXIS,norm,25.0,2024,0.1448216749969311
broad,0.53,FIXIS,norm,25.0,2025,0.12660892031390936
broad,0.53,FIXIS,norm,25.0,2026,0.11645260073279728
broad,0.53,ADAPT,lit,10.0,2009,0.11061395256978113
broad,0.53,ADAPT,lit,10.0,2010,0.1272255067399366
broad,0.53,ADAPT,lit,10.0,2011,0.0004906229002943352
broad,0.53,ADAPT,lit,10.0,2012,0.08484641244903979
broad,0.53,ADAPT,lit,10.0,2013,0.3173100039329153
broad,0.53,ADAPT,lit,10.0,2014,0.10984619241876015
broad,0.53,ADAPT,lit,10.0,2015,0.06503764577173698
broad,0.53,ADAPT,lit,10.0,2016,0.08118441502936657
broad,0.53,ADAPT,lit,10.0,2017,0.20786328016345323
broad,0.53,ADAPT,lit,10.0,2018,0.023900784759665727
